Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
2,6.777986776838303,1.4677419354838914,5.946269273634531,2.9032258064516387
6,12.018119627610233,1.5323741007193927,10.700730856912777,5.2517985611511655
8,13.369894059279126,1.5277777777777901,11.999719358685525,5.6944444444443825
1,18.20206407444102,0.07200000000000184,17.54663365349764,4.840000000000046
0,21.225959472004273,1.7014925373134506,20.995810213699002,2.611940298507456
9,24.19223947202705,1.2571428571428491,23.68081462458901,4.785714285714267
5,25.086124262748363,3.423312883435578,24.683605058173153,2.88343558282212
3,29.611943489592193,0.682539682539689,29.192271045439202,4.920634920634935
7,35.803515565397674,3.647058823529406,35.53947603158295,2.352941176470601
4,36.01540826932791,1.5652173913043637,35.67175720490842,4.710144927536241
