Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
5,0.13346641400922046,0.021052631578921677,0.13179556279360405,0.0
1,0.689760292289097,0.2282608695652275,0.6508964865814431,0.0
3,1.0197684444074726,0.6323529411764657,0.8000358979412798,0.0
8,1.4260292359478361,0.9905660377358743,1.0258354188963352,0.0
6,1.430411197820503,0.9425287356321919,1.0759720151369496,0.0
7,1.5859475243447847,0.11224489795917503,1.58197049051412,0.0
2,1.6343267156543166,1.2368421052631824,1.068290887422318,0.0
9,1.6458051479981082,1.0,1.3071627997985082,0.0
4,2.032988818555436,0.8461538461538183,1.8485310938717063,0.0
0,2.2854106679609103,1.426829268292673,1.7852899373415312,0.0
