Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
2,1.354121816434206,1.3418803418803518,0.18166739338181515,0.0
8,1.467457654241437,0.00869565217391255,1.4674318902848782,0.0
3,1.5681481838415556,0.9826086956521749,1.2221165565175447,0.0
6,1.793837820947524,1.285714285714267,1.2509168251214842,0.0
5,1.9014669450846022,1.7999999999999705,0.6128430004899101,0.0
0,2.1351119525700843,0.6315789473684319,2.0395614928823846,0.0
1,2.3544777817751186,2.28235294117645,0.5782998156457353,0.0
4,2.665137679762768,2.098901098901109,1.6424290027648034,0.0
9,3.093259581425839,0.7157894736842323,3.009302289143715,0.0
7,3.242915335238904,1.0428571428571765,3.0706593512012077,0.0
