Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
9,11.204984309303873,2.5535714285714413,6.749930264515888,8.571428571428573
5,11.47516247256749,0.24418604651161502,8.200432494104923,8.023255813953485
2,12.979279147676685,0.8936170212765999,8.477805471281348,9.787234042553166
1,18.24579326050646,3.054545454545419,16.892715818902584,6.181818181818141
7,19.150714122311747,0.7128712871287206,16.857307908620147,9.059405940594049
8,26.626769941154826,1.111111111111093,25.37859597770459,7.979797979797988
3,26.684119708727337,0.6153846153846252,23.864278390331215,11.923076923076913
4,28.902399576286644,0.23469387755102744,27.648231611862073,8.41836734693879
6,36.66128281047639,0.14857142857144012,35.350533756954334,9.714285714285744
0,37.64315595122527,2.575342465753442,36.31012382261562,9.589041095890392
