Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
0,9.914177158310729,2.0520833333333326,5.04982783438463,8.28125
2,10.306991640217682,2.8429752066115466,2.334796554375391,9.628099173553728
4,10.749248068820025,0.3142857142857096,4.276013707731149,9.857142857142847
9,14.608562870964246,2.7606837606837686,6.262933782093638,12.905982905982881
7,14.689280991420814,0.2138364779874351,12.137918604553676,8.270440251572374
3,16.82577534063829,2.3757225433525955,14.648128665917811,7.9306358381503514
8,19.64984808952252,0.5507246376811645,16.595511618860783,10.507246376811555
1,47.032748509525625,1.2758620689655018,1.7527123926271644,46.98275862068969
6,47.236048800422125,1.6999999999999922,10.599731424704146,46.0
5,50.56664221503406,1.528301886792434,18.156500164141903,47.16981132075479
