Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
3,0.46973556858139415,0.44927536231883636,0.11641372562631602,0.07246376811596811
7,1.2893867119254097,0.3999999999999906,1.135561685427291,0.4615384615385345
6,1.3852243099075854,1.1098901098901033,0.5671827625328092,0.6043956043956076
5,1.4422569885519532,1.1290322580645515,0.8909710157934967,0.10752688172040337
1,1.5695767779133074,1.1796407185628643,0.18912478759526863,1.017964071856298
0,1.7276455733066287,1.009615384615374,0.5295585934426157,1.2980769230769873
8,1.97636215330634,1.1139240506329262,0.4019644001244309,1.5822784810126862
9,2.0506832116312017,1.0101010101009873,1.0886696673781557,1.4141414141413726
4,2.335051568552174,2.3095238095238315,0.29441101531439884,0.17857142857143238
2,3.707089156570351,3.0750000000000224,0.18160056376933653,2.0625
