Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
3,0.372429142834529,0.3456790123457054,0.13859829312137872,0.0
7,1.0491062884858644,0.20481927710841852,1.0289183972820055,0.0
6,1.2206259051470874,1.2115384615385238,0.1486679404882345,0.0
2,1.3092230416473531,0.12631578947368194,1.3031152267201804,0.0
5,1.6130965276857585,0.6218487394958019,1.4884167940531086,0.0
4,1.7892730548344633,0.1111111111110894,1.785819807747778,0.0
9,2.10472867665448,0.9176470588235297,1.894150648117579,0.0
0,2.1807071148184423,0.5416666666666519,2.1123637808961817,0.0
8,2.3887926755363464,0.47500000000001386,2.3410906532417926,0.0
1,4.0849582023456845,4.0392156862744955,0.6096065572689824,0.0
