Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
5,10.949400961288942,0.720930232558139,7.4535597075669155,7.988372093023326
9,15.798335547735192,2.5263157894736956,13.271686229952582,8.189473684210501
0,17.819900933248867,0.7433628318584242,15.901402760008141,8.00884955752203
7,25.17419375851082,2.328125,24.19624543415352,6.546875
8,26.50216786937251,2.0066225165562734,25.5127782083835,6.887417218542957
3,35.803901802605374,1.6170212765957483,35.23979684219078,6.120567375886473
1,37.53678243733208,1.4054054054054141,36.52525206852709,8.540540540540565
4,47.69558102063937,0.3835616438356091,9.953588717062397,46.64383561643833
6,52.749120845040686,0.947368421052639,24.06582243837468,46.92982456140359
2,58.37274563547021,2.064102564102548,34.22221707849372,47.243589743589816
