Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
1,1.4809774349856004,0.6449275362319078,1.3331776460571074,0.0
6,1.8923802995975323,1.0252100840336018,1.5906122977962482,0.0
4,5.122094647427483,5.114583333333314,0.2772920907533276,0.0
2,5.925451411121426,5.081632653061213,3.047619399613893,0.0
8,9.317208064418665,9.225806451612854,1.3018684392237372,0.0
5,9.804766552462656,9.78461538461535,0.6282904769603359,0.0
0,10.071608367884005,9.95402298850572,1.53451016951038,0.0
7,11.728611731275764,11.433628318584006,2.613900651419897,0.0
3,13.406488754256014,13.377192982456116,0.8858039445158319,0.0
9,15.600167852854817,15.342465753424673,2.823823939666916,0.0
