Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
5,0.2425460361950341,0.11643835616434828,0.21276909758624996,0.0
8,0.42509951605173985,0.31623931623928314,0.284081490794339,0.0
0,0.4435267695996884,0.42241379310347327,0.13521310124196972,0.0
3,0.884482365389246,0.7471264367816204,0.4734037834096334,0.0
1,1.0332766618656517,1.0112359550561787,0.2122793045914797,0.0
4,1.243154473577145,0.5285714285714276,1.1251867800826796,0.0
9,1.342006655375167,0.9255319148936145,0.9717883193291641,0.0
2,1.4581953057723538,0.5494505494505351,1.3507174550900842,0.0
7,2.0590391899319105,2.0186915887850376,0.40561885439905154,0.0
6,2.604480160619191,1.582278481012659,2.068746411618214,0.0
