Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
2,0.7057884557263622,0.0550458715596287,0.14718118102669564,0.6880733944954063
0,0.8597968324618386,0.7767857142857295,0.253193795764016,0.2678571428572134
7,0.9229128030871169,0.7250000000000156,0.09867518483436832,0.5625
9,0.9259207078962394,0.8999999999999888,0.17805661265758488,0.125
3,1.0568008333176397,0.7466666666666661,0.5242827917692239,0.5333333333333066
8,1.684668935779343,0.8392857142857224,0.7557836416434327,1.25
4,1.7817077969634567,0.37931034482759785,0.5028206024909139,1.6666666666666785
1,3.066560404374423,0.9175257731958615,1.0480174078161397,2.731958762886567
5,3.292722586822226,0.8804347826086891,0.36146403592906395,3.152173913043491
6,3.4486288733874146,2.0535714285714364,2.2567625774217674,1.6071428571427866
