Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
6,10.291335021763219,0.20588235294118018,0.7106350228526992,10.26470588235302
0,10.433859762939251,1.2687499999999874,0.06155426617164572,10.356249999999942
7,10.524931669551076,0.8661417322834533,0.593267059829607,10.472440944881827
4,11.167080241815167,0.527397260274018,1.488976616826303,11.054794520548025
2,11.259992515358887,0.5555555555555944,0.0745616380895413,11.246031746031791
8,11.843164344347322,0.4731182795699036,1.1853552488071024,11.774193548387167
3,11.890443736629177,0.9075630252100524,0.40786513693198856,11.84873949579832
1,50.0096381021199,0.972972972972971,0.13125051948962607,50.0
5,50.08389440390489,1.2558139534883548,2.6114000030097912,50.0
9,50.11062140945412,1.0000000000000018,3.174016074571986,50.0
