Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
9,0.7310834913131717,0.637254901960778,0.35831447249255177,0.0
4,1.0514280076296179,0.12222222222224843,1.0443000448257402,0.0
0,1.6329587565991184,0.5068493150684859,1.5523073383091202,0.0
6,1.9976686273529671,1.418367346938787,1.4067387866438157,0.0
5,2.1430770679521136,1.847457627118657,1.0861305792506393,0.0
2,2.4589193958551916,0.3804347826087273,2.429311419207984,0.0
7,2.5187006573685378,1.1862745098039387,2.2218473819815188,0.0
8,2.519656702655638,1.7452830188679322,1.8173214034090721,0.0
3,2.6431475133625546,2.2234042553191316,1.4292313650432646,0.0
1,2.9292588278613247,1.727272727272731,2.365816181833095,0.0
