Age,GamesPlayed,Wins,Losses,PointsScored,FG%,3P%,FT%,TotalRebounds,Assists,Turnovers,Steals,Blocks,PersonalFouls
25,6,2,4,0,0.0,0.0,0.0,3,3,2,0,1,2
30,2,1,1,0,0.0,0.0,0.0,2,0,0,0,0,0
30,2,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
24,4,0,4,0,0.0,0.0,0.0,1,3,1,0,0,1
22,4,1,3,0,0.0,0.0,0.0,2,3,2,0,0,2
22,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0
33,2,1,1,0,0.0,0.0,0.0,2,2,1,0,0,3
27,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
21,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,0
24,2,0,2,0,0.0,0.0,0.0,2,0,0,1,0,0
28,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,1
29,1,0,1,0,0.0,0.0,0.0,3,0,0,0,0,1
34,6,4,2,0,0.0,0.0,0.0,8,7,2,2,3,1
23,2,2,0,0,0.0,0.0,0.0,0,0,0,0,0,0
33,21,16,5,582,48.5,46.0,94.1,171,53,65,12,13,46
29,21,14,7,515,48.5,26.9,77.7,150,92,64,34,28,53
26,21,14,7,497,46.6,35.3,76.3,176,123,66,35,25,56
22,17,9,8,487,44.9,33.9,83.8,139,48,42,16,19,52
22,16,9,7,434,39.6,24.8,82.8,69,123,59,22,11,33
22,17,9,8,405,39.4,29.2,85.2,91,108,78,24,6,56
27,21,14,7,390,47.4,0.0,81.4,178,23,40,14,19,48
33,21,16,5,368,47.8,44.2,84.3,40,67,32,26,3,44
29,13,7,6,289,44.6,25.0,82.1,141,31,27,14,10,45
26,16,9,7,270,42.6,32.4,83.9,106,43,26,24,10,40
33,21,16,5,250,46.7,0.0,85.1,133,45,36,21,19,53
32,10,4,6,228,44.6,29.3,82.0,34,33,31,16,3,23
30,12,6,6,226,43.9,42.9,81.0,55,40,31,13,1,19
21,17,9,8,221,47.5,30.3,82.5,91,61,28,21,13,48
29,16,9,7,202,43.3,0.0,80.0,155,28,28,9,7,49
23,13,7,6,197,38.8,29.7,83.0,50,83,30,14,3,39
38,21,16,5,195,39.8,37.4,80.0,95,153,56,40,10,36
26,13,7,6,195,51.1,0.0,69.9,146,29,26,14,28,44
27,21,16,5,187,41.9,32.0,79.4,39,71,23,6,0,28
33,9,5,4,187,45.9,44.7,88.2,45,25,24,12,4,30
31,12,6,6,185,39.4,35.0,82.4,16,30,16,9,4,17
25,12,6,6,181,40.4,12.5,59.7,102,35,26,13,25,39
35,9,5,4,170,52.3,57.1,96.0,34,22,10,11,1,21
21,17,9,8,167,46.2,0.0,82.5,124,3,21,4,52,64
28,21,16,5,167,58.2,0.0,67.9,193,8,14,13,19,77
25,21,14,7,163,43.5,38.1,71.9,40,44,28,27,1,48
25,6,2,4,162,63.0,0.0,68.2,93,3,33,4,11,25
23,13,7,6,147,38.8,40.8,79.3,41,31,17,11,4,42
23,10,4,6,144,54.3,0.0,83.3,96,8,20,5,14,33
26,16,9,7,139,41.1,0.0,72.5,163,40,19,16,33,63
25,12,6,6,136,42.3,0.0,76.9,115,42,17,5,12,33
35,9,5,4,134,44.1,0.0,75.9,98,23,19,17,9,27
34,19,14,5,134,40.8,37.7,77.8,32,7,9,12,2,21
26,6,2,4,132,54.5,47.4,79.6,40,69,22,11,0,11
30,10,4,6,131,42.0,50.0,80.0,78,38,17,4,17,33
25,9,5,4,126,47.7,0.0,63.2,49,86,33,10,0,16
25,6,2,4,125,46.1,0.0,79.2,45,8,9,8,10,19
31,10,4,6,121,45.9,20.0,71.1,65,21,15,2,4,25
29,6,2,4,118,46.2,12.5,75.6,16,31,20,8,2,10
30,17,9,8,114,63.2,0.0,78.3,98,15,13,15,15,63
29,13,7,6,114,42.6,14.3,65.9,38,20,24,25,5,43
28,5,1,4,108,47.8,34.8,87.5,28,16,7,6,1,12
30,16,9,7,105,38.8,42.3,100.0,19,17,16,8,3,35
27,4,0,4,104,37.5,34.6,85.3,41,19,13,5,3,16
33,5,2,3,103,44.3,32.1,78.0,20,21,17,13,3,13
26,13,7,6,98,44.8,25.0,60.0,30,2,8,6,3,18
27,6,2,4,95,45.6,0.0,91.7,30,6,12,4,3,25
31,9,4,5,95,44.3,32.1,76.2,41,20,9,10,7,23
26,16,9,7,95,56.6,0.0,60.0,66,9,14,5,22,32
30,21,16,5,94,34.9,39.7,75.0,19,12,10,11,2,40
23,8,3,5,94,51.4,14.3,82.6,17,28,8,6,3,10
25,6,2,4,93,41.2,33.3,72.7,39,20,7,8,3,16
23,13,7,6,92,45.9,100.0,76.5,29,7,12,7,12,30
28,6,2,4,91,44.8,17.6,87.5,55,17,15,8,3,19
35,6,2,4,89,49.3,40.0,79.2,19,33,13,2,0,17
36,10,4,6,82,43.3,41.2,81.0,27,36,8,14,2,25
24,17,9,8,82,37.7,36.0,78.9,22,37,16,9,0,16
31,16,9,7,82,40.6,42.4,25.0,20,12,7,10,3,26
29,6,2,4,79,37.8,23.1,78.6,25,30,8,12,0,14
27,17,9,8,79,46.3,15.4,100.0,53,12,15,16,5,24
32,5,1,4,78,54.8,0.0,76.9,42,3,4,2,6,21
30,12,9,3,78,47.1,45.9,100.0,30,2,4,6,2,24
23,5,1,4,78,50.0,45.5,91.3,17,19,6,5,1,9
24,6,2,4,78,47.4,38.1,84.2,7,6,7,4,1,15
26,17,9,8,77,45.3,0.0,57.6,103,13,27,4,13,57
35,6,2,4,76,47.8,0.0,62.5,63,16,18,3,15,17
33,20,14,6,73,28.1,25.8,50.0,36,23,17,11,6,30
32,13,7,6,72,43.9,27.6,66.7,52,15,6,7,6,27
25,10,4,6,72,45.9,28.0,64.3,19,7,9,6,2,10
21,5,1,4,71,41.4,52.4,80.0,19,28,11,10,2,10
28,5,1,4,71,47.8,0.0,56.3,45,8,8,5,4,17
25,6,2,4,70,40.0,26.7,86.7,30,14,8,9,2,15
24,9,5,4,66,43.4,43.8,72.2,24,2,12,5,4,20
24,17,9,8,64,39.3,34.8,100.0,27,1,7,3,0,17
26,16,9,7,64,48.0,42.9,76.5,34,15,4,12,6,14
31,12,7,5,63,39.7,0.0,90.0,54,9,11,6,4,31
30,6,4,2,61,50.0,42.1,100.0,14,16,4,7,2,21
22,5,1,4,60,43.2,46.7,71.4,17,10,7,4,0,17
27,9,5,4,59,46.8,36.8,80.0,17,12,12,5,0,16
33,5,1,4,59,48.0,0.0,61.1,39,8,7,2,2,18
28,4,0,4,58,38.2,0.0,66.7,31,7,12,1,3,10
28,21,14,7,58,36.7,0.0,71.0,97,10,13,8,38,54
25,6,2,4,58,36.5,30.8,100.0,5,4,4,5,0,12
27,5,1,4,58,36.0,25.0,75.0,9,21,10,6,0,10
27,5,1,4,57,42.3,21.4,71.4,35,34,14,5,2,16
25,12,6,6,57,39.3,27.3,76.9,27,6,12,9,7,18
23,5,1,4,57,41.7,0.0,58.3,29,4,7,4,1,13
26,6,2,4,56,50.0,28.6,61.5,13,17,4,1,0,13
31,18,14,4,56,58.1,0.0,46.5,73,4,13,2,18,48
24,13,7,6,56,51.2,36.4,76.9,19,25,9,5,2,11
25,5,1,4,56,33.3,0.0,88.9,27,5,9,6,0,13
32,6,2,4,55,29.4,23.3,57.1,19,22,7,8,1,18
24,5,1,4,54,32.7,30.0,73.7,8,15,4,5,0,6
32,9,5,4,52,48.8,0.0,90.9,38,8,8,2,16,34
24,5,1,4,52,44.4,0.0,70.6,34,3,13,2,9,21
27,16,9,7,51,33.9,20.0,90.9,14,31,17,8,0,15
30,5,2,3,50,33.3,32.0,100.0,20,6,3,3,2,16
25,5,1,4,49,35.6,42.9,72.7,10,5,8,2,0,8
22,6,2,4,48,41.3,26.9,75.0,10,8,7,5,5,14
23,5,1,4,47,39.1,66.7,63.6,13,20,9,5,2,7
31,18,12,6,47,34.0,29.7,0.0,49,13,8,7,1,26
26,6,2,4,46,37.0,26.3,100.0,18,5,2,1,1,11
26,6,2,4,44,42.1,0.0,92.3,25,2,7,3,5,7
28,6,2,4,44,64.5,0.0,36.4,33,0,12,6,6,28
25,9,5,4,44,39.1,0.0,72.7,32,8,9,3,0,21
29,5,2,3,43,42.9,25.0,66.7,14,12,6,1,1,14
25,4,0,4,43,36.6,38.9,100.0,13,9,4,2,0,12
24,5,1,4,42,37.1,43.8,90.0,7,6,7,3,0,5
22,5,1,4,40,44.7,80.0,100.0,23,4,0,3,1,9
27,6,2,4,40,35.7,6.7,75.0,11,6,7,1,1,8
23,5,1,4,39,41.9,44.4,83.3,10,4,2,3,0,6
31,6,2,4,39,38.7,35.3,81.8,25,5,6,3,3,13
27,11,5,6,39,47.8,0.0,77.3,54,13,9,2,1,37
31,6,2,4,38,48.0,33.3,80.0,19,2,1,1,1,18
31,10,4,6,36,39.5,16.7,57.1,28,5,6,7,2,23
27,6,2,4,35,35.3,0.0,68.8,15,13,8,1,1,4
36,6,2,4,34,41.7,0.0,57.1,30,8,7,2,5,21
25,3,1,2,34,35.3,25.0,87.5,9,7,3,0,0,10
29,6,2,4,34,38.9,22.2,57.1,5,4,3,2,0,14
33,14,9,5,32,41.2,0.0,40.0,32,0,6,4,6,27
25,4,0,4,32,41.7,42.9,75.0,14,5,4,4,4,8
36,9,7,2,32,46.7,0.0,66.7,32,3,9,0,3,16
21,5,1,4,30,30.3,23.1,87.5,25,5,7,7,10,11
31,5,1,4,28,45.5,50.0,75.0,7,5,4,3,0,7
23,6,2,4,28,26.7,30.0,100.0,27,3,1,5,1,16
30,3,1,2,26,45.0,0.0,88.9,2,2,3,1,0,7
23,5,1,4,26,36.4,0.0,50.0,19,9,2,0,2,11
29,4,0,4,25,47.8,0.0,75.0,20,1,3,3,7,7
24,5,1,4,25,33.3,0.0,81.8,18,6,5,4,1,17
30,5,1,4,25,35.0,30.0,66.7,6,8,1,4,0,3
32,5,1,4,24,63.6,0.0,71.4,14,3,3,3,7,8
24,5,1,4,24,27.6,14.3,77.8,22,2,4,3,4,15
23,4,0,4,23,30.0,27.3,66.7,13,4,7,5,0,9
31,6,2,4,23,53.3,50.0,100.0,15,2,2,1,1,9
28,4,0,4,23,66.7,0.0,70.0,11,4,3,1,6,4
26,6,2,4,21,69.2,0.0,37.5,21,2,5,2,2,13
32,12,6,6,21,64.3,0.0,37.5,17,1,5,5,3,31
37,6,2,4,21,45.5,100.0,0.0,58,8,5,4,9,18
38,7,4,3,20,55.6,0.0,0.0,19,3,3,1,3,12
31,9,4,5,20,30.4,33.3,0.0,14,20,5,5,0,8
26,3,1,2,20,62.5,0.0,0.0,14,1,2,3,1,4
36,4,0,4,19,53.3,33.3,100.0,8,6,4,2,1,1
30,3,0,3,19,38.9,38.5,0.0,4,3,1,1,0,6
22,4,1,3,17,33.3,0.0,60.0,13,2,2,0,1,6
34,5,1,4,17,58.3,0.0,37.5,24,4,5,2,4,14
38,11,6,5,17,44.4,0.0,69.2,10,1,2,0,0,8
26,6,2,4,17,22.2,30.0,66.7,12,5,2,2,1,7
25,5,1,4,16,46.2,75.0,50.0,7,3,1,1,1,5
24,15,9,6,15,46.2,0.0,30.0,31,1,7,2,8,21
31,8,2,6,14,53.8,0.0,0.0,8,1,2,2,2,2
25,6,2,4,14,46.7,0.0,0.0,7,1,0,2,0,11
27,7,4,3,12,62.5,0.0,66.7,12,2,3,0,4,8
33,7,3,4,11,23.5,30.0,0.0,5,1,4,4,0,6
26,9,5,4,11,30.0,0.0,83.3,8,0,2,0,5,7
24,6,4,2,11,60.0,0.0,55.6,6,0,0,1,0,16
34,9,8,1,10,75.0,75.0,50.0,3,2,3,1,0,8
34,1,0,1,10,27.3,33.3,100.0,2,4,3,0,0,2
28,9,3,6,10,55.6,0.0,0.0,9,1,2,0,0,8
25,6,6,0,9,44.4,33.3,0.0,2,1,2,4,0,5
27,3,2,1,8,28.6,33.3,100.0,0,1,0,0,0,1
23,4,0,4,7,20.0,0.0,16.7,5,5,4,2,3,0
27,4,1,3,7,25.0,0.0,75.0,4,0,0,0,0,0
28,2,0,2,7,100.0,100.0,0.0,1,2,2,0,0,0
35,5,1,4,7,42.9,0.0,50.0,10,0,1,0,3,5
23,4,0,4,6,66.7,0.0,50.0,1,3,1,1,0,1
29,2,2,0,6,100.0,100.0,0.0,1,1,0,0,0,0
28,1,1,0,5,50.0,50.0,100.0,0,0,0,0,0,0
30,5,2,3,5,100.0,0.0,50.0,5,1,1,2,3,7
24,4,1,3,5,33.3,25.0,0.0,1,2,1,1,1,1
26,8,2,6,5,20.0,0.0,50.0,10,1,2,3,0,7
25,4,2,2,4,100.0,0.0,100.0,5,0,0,0,2,3
22,5,2,3,4,66.7,0.0,0.0,2,2,1,1,0,1
33,3,2,1,4,40.0,0.0,0.0,5,2,1,1,0,4
23,2,0,2,4,16.7,0.0,0.0,6,1,0,0,1,4
27,2,0,2,3,100.0,100.0,0.0,0,0,0,0,0,0
32,3,3,0,3,100.0,100.0,0.0,1,0,0,0,0,0
26,3,1,2,3,20.0,0.0,50.0,4,1,0,0,0,2
23,1,1,0,2,33.3,0.0,0.0,4,1,0,1,1,0
22,1,0,1,2,100.0,0.0,0.0,0,0,0,0,0,0
23,3,0,3,2,16.7,0.0,0.0,1,1,0,0,0,1
39,2,1,1,2,50.0,0.0,0.0,0,1,0,1,0,4
33,1,1,0,1,0.0,0.0,50.0,1,0,0,0,0,2
31,1,0,1,0,0.0,0.0,0.0,2,0,1,0,0,1
22,2,0,2,0,0.0,0.0,0.0,1,0,0,0,0,0
29,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0
33,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,1
26,1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,0
35,5,2,3,0,0.0,0.0,0.0,1,0,0,0,0,1
31,1,0,1,0,0.0,0.0,0.0,1,0,2,0,0,0
22,2,0,2,0,0.0,0.0,0.0,1,0,1,0,0,0
28,1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,0
38,1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,0
31,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,0
25,3,2,1,0,0.0,0.0,0.0,1,0,0,0,0,0
33,21,16,5,582,48.5,46.0,94.1,171,53,65,12,13,46
29,21,14,7,515,48.5,26.9,77.7,150,92,64,34,28,53
26,21,14,7,497,46.6,35.3,76.3,176,123,66,35,25,56
22,17,9,8,487,44.9,33.9,83.8,139,48,42,16,19,52
22,16,9,7,434,39.6,24.8,82.8,69,123,59,22,11,33
22,17,9,8,405,39.4,29.2,85.2,91,108,78,24,6,56
27,21,14,7,390,47.4,0.0,81.4,178,23,40,14,19,48
33,21,16,5,368,47.8,44.2,84.3,40,67,32,26,3,44
29,13,7,6,289,44.6,25.0,82.1,141,31,27,14,10,45
26,16,9,7,270,42.6,32.4,83.9,106,43,26,24,10,40
33,21,16,5,250,46.7,0.0,85.1,133,45,36,21,19,53
32,10,4,6,228,44.6,29.3,82.0,34,33,31,16,3,23
30,12,6,6,226,43.9,42.9,81.0,55,40,31,13,1,19
21,17,9,8,221,47.5,30.3,82.5,91,61,28,21,13,48
29,16,9,7,202,43.3,0.0,80.0,155,28,28,9,7,49
23,13,7,6,197,38.8,29.7,83.0,50,83,30,14,3,39
38,21,16,5,195,39.8,37.4,80.0,95,153,56,40,10,36
26,13,7,6,195,51.1,0.0,69.9,146,29,26,14,28,44
27,21,16,5,187,41.9,32.0,79.4,39,71,23,6,0,28
33,9,5,4,187,45.9,44.7,88.2,45,25,24,12,4,30
31,12,6,6,185,39.4,35.0,82.4,16,30,16,9,4,17
25,12,6,6,181,40.4,12.5,59.7,102,35,26,13,25,39
35,9,5,4,170,52.3,57.1,96.0,34,22,10,11,1,21
21,17,9,8,167,46.2,0.0,82.5,124,3,21,4,52,64
28,21,16,5,167,58.2,0.0,67.9,193,8,14,13,19,77
25,21,14,7,163,43.5,38.1,71.9,40,44,28,27,1,48
25,6,2,4,162,63.0,0.0,68.2,93,3,33,4,11,25
23,13,7,6,147,38.8,40.8,79.3,41,31,17,11,4,42
23,10,4,6,144,54.3,0.0,83.3,96,8,20,5,14,33
26,16,9,7,139,41.1,0.0,72.5,163,40,19,16,33,63
25,12,6,6,136,42.3,0.0,76.9,115,42,17,5,12,33
35,9,5,4,134,44.1,0.0,75.9,98,23,19,17,9,27
34,19,14,5,134,40.8,37.7,77.8,32,7,9,12,2,21
26,6,2,4,132,54.5,47.4,79.6,40,69,22,11,0,11
30,10,4,6,131,42.0,50.0,80.0,78,38,17,4,17,33
25,9,5,4,126,47.7,0.0,63.2,49,86,33,10,0,16
25,6,2,4,125,46.1,0.0,79.2,45,8,9,8,10,19
31,10,4,6,121,45.9,20.0,71.1,65,21,15,2,4,25
29,6,2,4,118,46.2,12.5,75.6,16,31,20,8,2,10
30,17,9,8,114,63.2,0.0,78.3,98,15,13,15,15,63
29,13,7,6,114,42.6,14.3,65.9,38,20,24,25,5,43
28,5,1,4,108,47.8,34.8,87.5,28,16,7,6,1,12
30,16,9,7,105,38.8,42.3,100.0,19,17,16,8,3,35
27,4,0,4,104,37.5,34.6,85.3,41,19,13,5,3,16
33,5,2,3,103,44.3,32.1,78.0,20,21,17,13,3,13
26,13,7,6,98,44.8,25.0,60.0,30,2,8,6,3,18
27,6,2,4,95,45.6,0.0,91.7,30,6,12,4,3,25
31,9,4,5,95,44.3,32.1,76.2,41,20,9,10,7,23
26,16,9,7,95,56.6,0.0,60.0,66,9,14,5,22,32
30,21,16,5,94,34.9,39.7,75.0,19,12,10,11,2,40
23,8,3,5,94,51.4,14.3,82.6,17,28,8,6,3,10
25,6,2,4,93,41.2,33.3,72.7,39,20,7,8,3,16
23,13,7,6,92,45.9,100.0,76.5,29,7,12,7,12,30
28,6,2,4,91,44.8,17.6,87.5,55,17,15,8,3,19
35,6,2,4,89,49.3,40.0,79.2,19,33,13,2,0,17
36,10,4,6,82,43.3,41.2,81.0,27,36,8,14,2,25
24,17,9,8,82,37.7,36.0,78.9,22,37,16,9,0,16
31,16,9,7,82,40.6,42.4,25.0,20,12,7,10,3,26
29,6,2,4,79,37.8,23.1,78.6,25,30,8,12,0,14
27,17,9,8,79,46.3,15.4,100.0,53,12,15,16,5,24
32,5,1,4,78,54.8,0.0,76.9,42,3,4,2,6,21
30,12,9,3,78,47.1,45.9,100.0,30,2,4,6,2,24
23,5,1,4,78,50.0,45.5,91.3,17,19,6,5,1,9
24,6,2,4,78,47.4,38.1,84.2,7,6,7,4,1,15
26,17,9,8,77,45.3,0.0,57.6,103,13,27,4,13,57
35,6,2,4,76,47.8,0.0,62.5,63,16,18,3,15,17
33,20,14,6,73,28.1,25.8,50.0,36,23,17,11,6,30
32,13,7,6,72,43.9,27.6,66.7,52,15,6,7,6,27
25,10,4,6,72,45.9,28.0,64.3,19,7,9,6,2,10
21,5,1,4,71,41.4,52.4,80.0,19,28,11,10,2,10
28,5,1,4,71,47.8,0.0,56.3,45,8,8,5,4,17
25,6,2,4,70,40.0,26.7,86.7,30,14,8,9,2,15
24,9,5,4,66,43.4,43.8,72.2,24,2,12,5,4,20
24,17,9,8,64,39.3,34.8,100.0,27,1,7,3,0,17
26,16,9,7,64,48.0,42.9,76.5,34,15,4,12,6,14
31,12,7,5,63,39.7,0.0,90.0,54,9,11,6,4,31
30,6,4,2,61,50.0,42.1,100.0,14,16,4,7,2,21
22,5,1,4,60,43.2,46.7,71.4,17,10,7,4,0,17
27,9,5,4,59,46.8,36.8,80.0,17,12,12,5,0,16
33,5,1,4,59,48.0,0.0,61.1,39,8,7,2,2,18
28,4,0,4,58,38.2,0.0,66.7,31,7,12,1,3,10
28,21,14,7,58,36.7,0.0,71.0,97,10,13,8,38,54
25,6,2,4,58,36.5,30.8,100.0,5,4,4,5,0,12
27,5,1,4,58,36.0,25.0,75.0,9,21,10,6,0,10
27,5,1,4,57,42.3,21.4,71.4,35,34,14,5,2,16
25,12,6,6,57,39.3,27.3,76.9,27,6,12,9,7,18
23,5,1,4,57,41.7,0.0,58.3,29,4,7,4,1,13
26,6,2,4,56,50.0,28.6,61.5,13,17,4,1,0,13
31,18,14,4,56,58.1,0.0,46.5,73,4,13,2,18,48
24,13,7,6,56,51.2,36.4,76.9,19,25,9,5,2,11
25,5,1,4,56,33.3,0.0,88.9,27,5,9,6,0,13
32,6,2,4,55,29.4,23.3,57.1,19,22,7,8,1,18
24,5,1,4,54,32.7,30.0,73.7,8,15,4,5,0,6
32,9,5,4,52,48.8,0.0,90.9,38,8,8,2,16,34
24,5,1,4,52,44.4,0.0,70.6,34,3,13,2,9,21
27,16,9,7,51,33.9,20.0,90.9,14,31,17,8,0,15
30,5,2,3,50,33.3,32.0,100.0,20,6,3,3,2,16
25,5,1,4,49,35.6,42.9,72.7,10,5,8,2,0,8
22,6,2,4,48,41.3,26.9,75.0,10,8,7,5,5,14
23,5,1,4,47,39.1,66.7,63.6,13,20,9,5,2,7
31,18,12,6,47,34.0,29.7,0.0,49,13,8,7,1,26
26,6,2,4,46,37.0,26.3,100.0,18,5,2,1,1,11
26,6,2,4,44,42.1,0.0,92.3,25,2,7,3,5,7
28,6,2,4,44,64.5,0.0,36.4,33,0,12,6,6,28
25,9,5,4,44,39.1,0.0,72.7,32,8,9,3,0,21
29,5,2,3,43,42.9,25.0,66.7,14,12,6,1,1,14
25,4,0,4,43,36.6,38.9,100.0,13,9,4,2,0,12
24,5,1,4,42,37.1,43.8,90.0,7,6,7,3,0,5
22,5,1,4,40,44.7,80.0,100.0,23,4,0,3,1,9
27,6,2,4,40,35.7,6.7,75.0,11,6,7,1,1,8
23,5,1,4,39,41.9,44.4,83.3,10,4,2,3,0,6
31,6,2,4,39,38.7,35.3,81.8,25,5,6,3,3,13
27,11,5,6,39,47.8,0.0,77.3,54,13,9,2,1,37
31,6,2,4,38,48.0,33.3,80.0,19,2,1,1,1,18
31,10,4,6,36,39.5,16.7,57.1,28,5,6,7,2,23
27,6,2,4,35,35.3,0.0,68.8,15,13,8,1,1,4
36,6,2,4,34,41.7,0.0,57.1,30,8,7,2,5,21
25,3,1,2,34,35.3,25.0,87.5,9,7,3,0,0,10
29,6,2,4,34,38.9,22.2,57.1,5,4,3,2,0,14
33,14,9,5,32,41.2,0.0,40.0,32,0,6,4,6,27
25,4,0,4,32,41.7,42.9,75.0,14,5,4,4,4,8
36,9,7,2,32,46.7,0.0,66.7,32,3,9,0,3,16
21,5,1,4,30,30.3,23.1,87.5,25,5,7,7,10,11
31,5,1,4,28,45.5,50.0,75.0,7,5,4,3,0,7
23,6,2,4,28,26.7,30.0,100.0,27,3,1,5,1,16
30,3,1,2,26,45.0,0.0,88.9,2,2,3,1,0,7
23,5,1,4,26,36.4,0.0,50.0,19,9,2,0,2,11
29,4,0,4,25,47.8,0.0,75.0,20,1,3,3,7,7
24,5,1,4,25,33.3,0.0,81.8,18,6,5,4,1,17
30,5,1,4,25,35.0,30.0,66.7,6,8,1,4,0,3
32,5,1,4,24,63.6,0.0,71.4,14,3,3,3,7,8
24,5,1,4,24,27.6,14.3,77.8,22,2,4,3,4,15
23,4,0,4,23,30.0,27.3,66.7,13,4,7,5,0,9
31,6,2,4,23,53.3,50.0,100.0,15,2,2,1,1,9
28,4,0,4,23,66.7,0.0,70.0,11,4,3,1,6,4
26,6,2,4,21,69.2,0.0,37.5,21,2,5,2,2,13
32,12,6,6,21,64.3,0.0,37.5,17,1,5,5,3,31
37,6,2,4,21,45.5,100.0,0.0,58,8,5,4,9,18
38,7,4,3,20,55.6,0.0,0.0,19,3,3,1,3,12
31,9,4,5,20,30.4,33.3,0.0,14,20,5,5,0,8
26,3,1,2,20,62.5,0.0,0.0,14,1,2,3,1,4
36,4,0,4,19,53.3,33.3,100.0,8,6,4,2,1,1
30,3,0,3,19,38.9,38.5,0.0,4,3,1,1,0,6
22,4,1,3,17,33.3,0.0,60.0,13,2,2,0,1,6
34,5,1,4,17,58.3,0.0,37.5,24,4,5,2,4,14
38,11,6,5,17,44.4,0.0,69.2,10,1,2,0,0,8
26,6,2,4,17,22.2,30.0,66.7,12,5,2,2,1,7
25,5,1,4,16,46.2,75.0,50.0,7,3,1,1,1,5
24,15,9,6,15,46.2,0.0,30.0,31,1,7,2,8,21
31,8,2,6,14,53.8,0.0,0.0,8,1,2,2,2,2
25,6,2,4,14,46.7,0.0,0.0,7,1,0,2,0,11
27,7,4,3,12,62.5,0.0,66.7,12,2,3,0,4,8
33,7,3,4,11,23.5,30.0,0.0,5,1,4,4,0,6
26,9,5,4,11,30.0,0.0,83.3,8,0,2,0,5,7
24,6,4,2,11,60.0,0.0,55.6,6,0,0,1,0,16
34,9,8,1,10,75.0,75.0,50.0,3,2,3,1,0,8
34,1,0,1,10,27.3,33.3,100.0,2,4,3,0,0,2
28,9,3,6,10,55.6,0.0,0.0,9,1,2,0,0,8
25,6,6,0,9,44.4,33.3,0.0,2,1,2,4,0,5
27,3,2,1,8,28.6,33.3,100.0,0,1,0,0,0,1
23,4,0,4,7,20.0,0.0,16.7,5,5,4,2,3,0
27,4,1,3,7,25.0,0.0,75.0,4,0,0,0,0,0
28,2,0,2,7,100.0,100.0,0.0,1,2,2,0,0,0
35,5,1,4,7,42.9,0.0,50.0,10,0,1,0,3,5
23,4,0,4,6,66.7,0.0,50.0,1,3,1,1,0,1
29,2,2,0,6,100.0,100.0,0.0,1,1,0,0,0,0
28,1,1,0,5,50.0,50.0,100.0,0,0,0,0,0,0
30,5,2,3,5,100.0,0.0,50.0,5,1,1,2,3,7
24,4,1,3,5,33.3,25.0,0.0,1,2,1,1,1,1
26,8,2,6,5,20.0,0.0,50.0,10,1,2,3,0,7
25,4,2,2,4,100.0,0.0,100.0,5,0,0,0,2,3
22,5,2,3,4,66.7,0.0,0.0,2,2,1,1,0,1
33,3,2,1,4,40.0,0.0,0.0,5,2,1,1,0,4
23,2,0,2,4,16.7,0.0,0.0,6,1,0,0,1,4
27,2,0,2,3,100.0,100.0,0.0,0,0,0,0,0,0
32,3,3,0,3,100.0,100.0,0.0,1,0,0,0,0,0
26,3,1,2,3,20.0,0.0,50.0,4,1,0,0,0,2
23,1,1,0,2,33.3,0.0,0.0,4,1,0,1,1,0
22,1,0,1,2,100.0,0.0,0.0,0,0,0,0,0,0
23,3,0,3,2,16.7,0.0,0.0,1,1,0,0,0,1
39,2,1,1,2,50.0,0.0,0.0,0,1,0,1,0,4
33,1,1,0,1,0.0,0.0,50.0,1,0,0,0,0,2
31,1,0,1,0,0.0,0.0,0.0,2,0,1,0,0,1
22,2,0,2,0,0.0,0.0,0.0,1,0,0,0,0,0
29,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0
33,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,1
26,1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,0
35,5,2,3,0,0.0,0.0,0.0,1,0,0,0,0,1
31,1,0,1,0,0.0,0.0,0.0,1,0,2,0,0,0
22,2,0,2,0,0.0,0.0,0.0,1,0,1,0,0,0
28,1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,0
38,1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,0
31,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,0
25,3,2,1,0,0.0,0.0,0.0,1,0,0,0,0,0
