Age,GamesPlayed,Wins,Losses,PointsScored,FG%,3P%,FT%,TotalRebounds,Assists,Turnovers,Steals,Blocks,PersonalFouls
32,1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,0
24,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0
28,3,1,2,0,0.0,0.0,0.0,3,2,0,0,0,0
28,1,0,1,0,0.0,0.0,0.0,2,0,1,0,0,0
28,2,0,2,0,0.0,0.0,0.0,1,0,0,1,0,0
29,3,1,2,0,0.0,0.0,0.0,4,0,1,1,0,1
24,2,0,2,0,0.0,0.0,0.0,1,0,0,0,1,1
36,2,2,0,0,0.0,0.0,0.0,1,1,0,0,0,2
24,2,0,2,0,0.0,0.0,0.0,0,2,0,0,0,0
24,2,0,2,0,0.0,0.0,0.0,0,0,1,0,0,0
25,19,10,9,563,46.0,34.4,81.0,170,75,72,19,25,41
29,20,13,7,548,56.5,40.7,80.6,141,95,61,36,11,46
25,19,10,9,507,42.0,28.0,88.4,138,153,83,41,6,62
24,19,10,9,429,43.8,40.3,78.9,145,73,49,41,7,56
32,23,16,7,400,48.6,37.1,72.9,45,111,62,15,2,37
38,23,16,7,374,52.3,0.0,76.0,211,45,26,7,29,52
32,20,13,7,356,50.0,37.5,76.7,77,77,54,30,5,55
36,23,16,7,330,43.9,39.0,86.2,75,95,52,36,2,60
23,23,16,7,328,51.0,41.9,73.6,155,38,29,39,14,66
25,13,6,7,306,50.0,14.3,74.0,96,50,31,16,14,54
30,20,13,7,298,50.7,40.5,75.0,112,21,14,17,20,51
28,11,5,6,288,45.2,66.7,80.0,117,16,19,7,18,40
33,19,10,9,287,49.4,20.0,70.5,128,75,43,14,15,57
23,19,10,9,259,45.5,35.8,71.4,131,80,46,16,4,55
29,13,6,7,257,46.7,45.7,77.4,55,134,39,37,0,50
33,12,5,7,254,53.3,41.5,83.7,46,35,19,6,3,20
23,11,5,6,252,43.9,38.6,89.4,56,72,30,11,1,29
28,19,10,9,230,44.4,36.4,72.1,72,57,28,23,4,43
27,23,16,7,213,49.1,47.5,81.8,69,21,20,32,17,50
32,23,16,7,211,50.0,40.0,68.8,111,78,29,14,3,44
21,11,6,5,211,42.4,41.5,79.6,55,50,23,18,7,31
24,19,10,9,210,46.6,39.6,88.6,72,46,38,5,4,49
24,17,10,7,205,59.2,38.5,76.5,116,12,20,11,42,54
34,13,6,7,202,39.8,34.2,88.6,19,26,15,12,2,24
38,20,13,7,185,41.3,38.8,91.9,67,32,24,14,4,41
23,11,6,5,179,36.6,21.9,76.5,44,78,36,18,8,29
27,19,10,9,176,44.9,0.0,77.2,104,17,25,4,26,62
30,12,5,7,174,39.5,34.0,80.0,38,70,27,13,2,31
30,13,6,7,173,45.9,40.0,96.2,22,19,13,11,0,23
29,23,16,7,173,61.0,0.0,71.8,140,46,18,16,11,53
25,23,16,7,168,44.7,40.5,76.9,35,33,14,17,1,31
24,7,3,4,167,38.5,33.3,89.9,29,25,18,8,2,23
25,11,5,6,167,47.2,35.0,80.0,84,53,28,15,5,21
36,12,5,7,164,46.5,35.8,78.1,54,24,20,14,4,44
24,6,2,4,161,37.6,29.6,90.0,28,35,21,12,1,21
26,7,3,4,161,44.0,38.6,88.1,25,59,26,12,1,18
27,11,5,6,160,41.2,32.4,81.3,43,14,22,14,5,45
28,6,2,4,156,54.7,0.0,62.5,82,11,19,4,17,25
28,11,6,5,150,48.1,44.6,77.8,98,19,14,17,4,26
28,7,3,4,148,40.4,39.5,87.8,33,33,20,6,0,27
30,11,6,5,143,49.2,0.0,65.9,109,16,20,5,14,22
28,7,3,4,143,40.9,35.3,87.1,17,20,15,9,1,19
31,10,5,5,137,46.4,0.0,34.6,53,26,17,9,11,36
29,7,3,4,136,39.8,33.3,80.4,76,20,20,10,13,25
26,7,3,4,135,39.3,33.3,95.0,26,35,21,7,4,15
36,7,3,4,134,42.9,8.3,80.6,56,11,15,6,6,20
28,20,13,7,128,42.3,34.9,76.0,46,72,30,19,6,48
25,13,6,7,125,73.0,0.0,43.4,163,10,23,12,33,45
28,23,16,7,125,44.4,42.1,95.5,52,19,12,3,0,23
34,13,6,7,122,42.1,31.7,68.4,58,23,17,12,3,41
29,7,3,4,121,40.5,0.0,79.4,54,31,12,12,6,27
25,6,2,4,116,43.8,36.1,73.3,41,14,5,4,2,19
28,12,5,7,116,51.2,100.0,73.0,42,40,22,5,5,41
24,7,3,4,115,40.8,36.4,79.2,24,25,15,7,5,24
34,18,10,8,113,32.4,35.6,78.6,58,15,11,5,2,33
26,7,3,4,111,43.1,11.1,76.9,32,55,15,14,1,14
26,13,6,7,110,38.9,8.3,86.7,27,31,12,6,1,17
34,18,9,9,110,45.7,33.3,59.1,42,9,7,6,3,29
26,11,5,6,110,48.9,0.0,66.7,101,9,11,5,20,40
32,6,3,3,109,40.4,0.0,61.0,52,14,10,5,1,13
30,19,10,9,107,41.1,40.0,60.7,40,18,14,16,1,28
28,12,5,7,99,43.9,33.9,66.7,40,3,5,5,2,14
31,7,3,4,97,53.2,0.0,78.9,64,18,17,4,0,28
34,18,12,6,95,41.2,37.3,75.0,37,5,5,7,6,29
33,7,3,4,94,45.5,42.6,91.7,37,5,11,4,2,15
30,7,3,4,92,51.6,53.3,60.6,33,31,21,9,2,19
35,18,12,6,92,57.9,0.0,68.4,107,5,9,5,18,34
25,20,13,7,92,41.0,37.5,86.7,22,36,19,9,1,34
29,5,1,4,91,56.1,0.0,75.0,31,2,8,2,12,12
37,7,3,4,88,45.6,48.4,78.6,25,17,6,3,2,12
32,7,3,4,86,48.6,0.0,76.2,54,10,12,12,1,23
24,7,3,4,83,46.7,27.6,79.2,58,20,17,12,12,33
38,12,5,7,83,52.4,0.0,73.9,76,16,13,9,5,25
31,7,3,4,80,47.0,44.0,87.5,17,27,11,2,2,13
24,4,0,4,78,47.3,50.0,77.8,15,24,15,8,3,6
27,7,3,4,77,65.4,0.0,75.0,42,7,12,3,4,29
27,12,5,7,77,44.8,0.0,83.3,60,4,10,6,2,22
22,7,3,4,76,63.3,0.0,63.6,68,2,19,0,7,22
39,19,10,9,73,31.5,29.3,100.0,33,16,6,13,0,27
25,7,3,4,73,54.2,38.9,77.8,47,9,6,3,3,13
32,7,3,4,72,46.2,47.8,100.0,9,31,7,1,0,16
31,12,5,7,71,40.3,29.0,66.7,32,15,10,10,0,32
27,7,3,4,71,42.2,37.0,77.8,26,36,10,4,1,22
28,7,3,4,70,41.7,31.6,77.8,14,11,6,5,2,20
20,18,10,8,70,68.9,0.0,34.8,74,4,10,1,24,48
25,6,2,4,68,41.0,21.7,81.3,22,26,13,3,1,15
24,5,1,4,68,38.6,30.0,78.3,26,11,3,6,0,13
26,5,1,4,66,29.2,26.9,89.5,8,24,9,3,0,16
33,5,1,4,66,47.2,46.2,66.7,18,12,5,3,1,7
25,7,3,4,66,36.5,32.3,71.4,18,3,2,1,0,11
27,7,3,4,62,46.9,40.9,63.6,34,11,8,5,3,21
29,19,10,9,60,53.3,0.0,80.0,102,14,25,4,6,64
27,10,5,5,59,38.9,23.8,66.7,19,1,2,2,1,4
31,8,4,4,59,37.3,23.8,90.9,12,15,14,3,0,24
36,7,3,4,59,40.7,22.2,63.6,37,13,5,6,1,11
27,7,3,4,58,38.0,31.3,93.8,16,8,13,7,1,10
24,7,3,4,57,40.4,37.0,75.0,13,25,6,4,0,10
29,3,0,3,56,49.1,0.0,80.0,28,2,1,1,5,7
30,15,6,9,56,41.8,26.1,80.0,31,10,7,10,0,10
31,7,3,4,55,46.7,33.3,69.2,12,12,9,3,0,11
22,7,3,4,55,39.6,38.1,56.3,28,8,5,1,3,13
33,5,1,4,55,41.1,36.8,50.0,15,22,11,4,1,22
33,15,10,5,53,45.0,46.9,66.7,11,5,0,3,2,17
29,5,1,4,52,51.2,0.0,58.8,64,23,19,5,7,19
25,6,2,4,52,38.0,31.8,70.0,25,11,4,3,2,21
34,7,3,4,51,35.7,48.3,77.8,26,9,5,6,0,16
28,13,6,7,50,61.0,0.0,0.0,36,9,7,3,3,24
32,5,1,4,48,42.6,0.0,88.9,39,5,7,1,0,13
22,17,12,5,48,48.6,0.0,77.8,9,9,4,3,0,7
27,4,0,4,46,45.5,47.1,80.0,27,15,6,4,1,13
22,6,2,4,46,51.3,0.0,50.0,37,8,2,5,3,13
29,4,0,4,45,35.3,22.2,71.4,8,4,8,0,0,9
23,7,2,5,45,50.0,54.5,83.3,12,3,6,1,2,7
38,11,6,5,44,46.3,33.3,55.6,11,9,8,3,0,12
26,7,3,4,44,52.8,0.0,50.0,22,3,2,2,4,12
35,7,3,4,42,56.3,0.0,75.0,24,1,4,1,3,12
27,11,6,5,42,36.6,23.1,66.7,25,5,4,4,5,14
25,6,3,3,40,59.3,0.0,61.5,37,1,5,12,0,14
22,11,6,5,40,40.5,14.3,100.0,16,7,3,7,1,8
34,16,10,6,40,45.9,0.0,60.0,41,4,1,1,3,28
25,12,6,6,39,42.9,57.1,100.0,26,19,11,4,0,9
26,4,0,4,39,37.8,0.0,64.7,16,9,6,4,1,12
27,4,0,4,38,68.8,50.0,85.7,8,2,4,0,0,11
27,19,10,9,37,48.1,0.0,61.1,45,3,10,5,16,38
25,6,2,4,37,36.4,28.6,78.6,9,2,5,1,0,7
35,16,9,7,37,46.2,45.0,80.0,10,5,5,5,1,23
30,12,6,6,36,42.9,37.5,66.7,5,1,5,3,3,13
23,7,3,4,35,29.8,16.7,60.0,14,2,8,6,3,19
27,6,2,4,35,48.5,0.0,100.0,49,4,11,3,4,29
31,13,6,7,34,27.5,22.7,77.8,20,3,3,6,1,24
32,10,5,5,34,36.8,0.0,75.0,42,4,4,3,4,30
20,4,0,4,34,51.9,0.0,60.0,26,6,8,0,2,13
26,6,2,4,33,83.3,0.0,50.0,12,8,2,2,6,8
33,17,8,9,33,41.4,40.0,70.0,38,13,6,4,7,28
27,14,11,3,32,50.0,0.0,80.0,31,0,7,3,0,15
34,7,3,4,32,45.8,0.0,66.7,59,0,4,2,10,15
23,11,5,6,32,41.9,0.0,85.7,28,6,5,5,5,23
22,4,2,2,31,52.9,53.3,100.0,9,1,2,2,0,10
26,9,6,3,30,44.8,0.0,66.7,39,8,3,2,9,25
28,8,4,4,29,36.8,33.3,73.3,16,3,5,3,9,8
34,22,15,7,27,47.6,33.3,75.0,14,11,2,2,1,12
33,10,4,6,25,46.7,0.0,64.7,23,10,3,10,3,11
24,10,5,5,22,43.8,0.0,44.4,23,2,9,3,7,24
31,7,3,4,22,16.7,12.0,62.5,27,5,8,5,3,26
34,7,3,4,21,38.5,25.0,0.0,10,6,1,1,0,8
23,7,3,4,19,44.4,42.9,0.0,12,2,3,2,1,13
27,3,0,3,19,33.3,40.0,70.0,6,0,0,1,0,3
35,11,6,5,19,40.0,41.7,100.0,6,1,1,1,1,3
25,7,3,4,18,43.8,0.0,100.0,15,2,3,2,3,7
34,7,3,4,17,40.0,0.0,71.4,16,0,4,3,0,14
27,17,12,5,17,46.2,0.0,62.5,19,5,1,0,0,6
22,11,5,6,17,38.9,30.0,0.0,9,1,1,0,1,9
35,5,3,2,16,46.2,40.0,0.0,5,1,0,3,0,3
34,6,2,4,13,29.4,16.7,100.0,6,5,1,2,0,9
25,4,1,3,11,50.0,0.0,33.3,4,2,1,0,0,3
34,6,2,4,11,33.3,30.0,0.0,4,2,2,0,0,2
33,4,0,4,10,30.8,33.3,0.0,4,12,4,0,1,1
28,10,4,6,10,33.3,50.0,50.0,4,5,1,0,0,3
28,7,2,5,9,27.3,50.0,0.0,6,2,0,1,0,5
25,3,0,3,9,42.9,50.0,100.0,8,2,0,1,0,2
21,3,0,3,8,60.0,0.0,33.3,11,1,0,0,2,4
21,4,0,4,8,33.3,0.0,50.0,9,2,2,0,3,3
35,7,3,4,8,16.7,0.0,80.0,23,6,0,1,6,10
29,7,3,4,8,50.0,0.0,0.0,4,2,4,0,2,6
26,2,1,1,8,33.3,33.3,100.0,2,2,2,0,0,1
26,4,2,2,7,28.6,25.0,50.0,1,3,2,1,0,0
32,2,0,2,7,33.3,0.0,75.0,2,0,0,0,0,3
28,3,0,3,7,33.3,0.0,83.3,6,1,2,0,0,8
29,4,0,4,6,50.0,50.0,100.0,4,1,0,0,0,2
31,5,2,3,6,25.0,0.0,100.0,8,2,1,3,0,5
25,7,3,4,6,30.0,0.0,0.0,15,0,2,1,3,2
20,2,1,1,5,100.0,100.0,0.0,2,0,0,0,0,1
28,10,5,5,5,100.0,100.0,0.0,0,0,1,0,0,5
32,5,2,3,5,20.0,25.0,100.0,7,1,1,3,0,3
22,6,1,5,4,9.1,0.0,100.0,1,0,1,0,0,2
29,3,1,2,4,66.7,0.0,0.0,3,0,1,2,0,2
25,4,2,2,4,50.0,0.0,0.0,5,1,0,0,0,1
22,5,1,4,4,22.2,0.0,0.0,6,2,1,1,1,5
29,5,2,3,3,25.0,0.0,100.0,3,0,1,0,0,3
25,2,1,1,2,0.0,0.0,50.0,1,0,0,0,0,0
21,3,1,2,2,33.3,0.0,0.0,0,0,0,0,0,0
23,2,1,1,2,100.0,0.0,0.0,0,1,0,0,0,0
22,2,0,2,1,0.0,0.0,50.0,1,0,0,0,0,0
27,9,3,6,1,0.0,0.0,50.0,8,1,4,1,1,7
22,2,0,2,0,0.0,0.0,0.0,2,0,0,0,0,0
26,1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,0
29,2,1,1,0,0.0,0.0,0.0,1,0,0,1,0,0
27,1,0,1,0,0.0,0.0,0.0,2,0,1,0,0,0
35,4,1,3,0,0.0,0.0,0.0,1,1,1,0,0,1
26,3,1,2,0,0.0,0.0,0.0,1,1,0,1,0,2
27,2,2,0,0,0.0,0.0,0.0,0,0,0,0,0,4
34,1,0,1,0,0.0,0.0,0.0,1,1,1,0,0,0
24,4,2,2,0,0.0,0.0,0.0,2,0,1,0,0,1
26,3,1,2,0,0.0,0.0,0.0,7,1,1,4,1,2
22,4,0,4,0,0.0,0.0,0.0,2,0,0,0,0,1
22,2,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
27,1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,2
36,2,0,2,0,0.0,0.0,0.0,2,0,0,0,0,3
23,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,1
24,3,2,1,0,0.0,0.0,0.0,4,0,0,0,0,2
21,2,1,1,0,0.0,0.0,0.0,1,2,1,0,0,0
23,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
31,4,1,3,0,0.0,0.0,0.0,5,1,0,0,0,0
25,2,0,2,0,0.0,0.0,0.0,5,0,1,0,0,0
28,23,16,7,596,49.1,37.5,77.7,193,152,70,41,18,43
31,21,15,6,432,45.8,35.5,77.7,68,146,53,24,3,26
37,21,15,6,381,47.0,0.0,80.6,214,40,42,18,34,53
23,19,11,8,365,43.0,32.7,72.7,141,96,75,25,9,72
31,22,15,7,349,45.7,25.0,75.0,102,105,58,38,23,45
29,12,6,6,346,40.6,29.8,88.5,79,19,31,13,2,46
24,11,5,6,339,45.5,31.4,83.0,99,69,43,14,12,26
26,19,11,8,323,51.1,0.0,80.6,188,26,43,3,37,74
32,19,11,8,302,46.2,0.0,76.6,144,39,45,13,15,54
22,21,15,6,284,54.5,39.0,63.3,190,22,23,37,11,40
25,12,6,6,281,43.4,39.6,92.1,46,97,40,20,2,35
29,23,16,7,279,45.8,40.5,73.3,167,34,27,23,36,67
27,18,11,7,263,40.1,35.8,82.9,67,77,40,22,4,41
31,15,8,7,261,46.0,0.0,67.0,150,24,31,10,7,52
28,15,8,7,258,45.4,0.0,80.0,127,48,18,13,33,53
25,15,8,7,255,38.4,28.1,76.3,71,107,34,26,5,34
35,21,15,6,242,39.9,30.2,73.8,78,105,55,24,6,52
37,23,16,7,234,43.0,40.6,87.0,64,29,27,12,3,42
26,21,15,6,233,44.6,48.2,80.0,87,32,19,22,23,51
27,23,16,7,216,41.5,35.3,75.5,53,71,38,21,1,70
29,12,6,6,206,50.6,29.2,89.6,53,56,38,11,4,26
31,12,5,7,197,49.4,0.0,68.9,115,18,29,10,1,36
29,12,5,7,195,43.6,33.8,75.6,32,53,32,12,2,38
21,12,6,6,193,44.4,36.5,85.7,77,15,16,7,5,33
23,12,6,6,182,43.7,42.4,83.3,55,22,24,12,7,44
22,19,11,8,179,40.8,28.1,62.2,144,63,36,23,2,47
29,12,6,6,169,44.4,32.1,66.7,41,56,20,20,5,26
23,12,5,7,160,43.5,40.5,81.8,62,32,16,15,6,26
23,6,2,4,158,39.1,34.1,80.3,40,27,27,12,6,18
27,11,6,5,157,33.1,27.3,72.1,52,15,20,11,5,27
25,7,3,4,156,47.2,100.0,88.6,52,10,16,6,21,20
30,11,5,6,154,38.0,37.0,90.7,34,14,11,7,3,18
31,15,8,7,154,43.2,25.0,75.9,91,27,19,30,5,48
23,11,5,6,153,47.9,30.2,89.7,54,40,21,5,6,34
29,7,3,4,144,42.5,39.5,82.2,22,59,21,7,4,17
28,21,15,6,143,38.5,34.8,100.0,45,15,13,3,1,33
29,12,6,6,142,52.0,0.0,73.1,62,17,19,7,2,29
23,11,5,6,141,43.7,44.4,79.2,92,8,7,0,33,38
24,15,8,7,139,35.8,30.5,88.5,30,32,16,7,5,35
28,6,2,4,137,53.3,31.6,89.2,24,38,9,11,0,17
27,12,5,7,133,41.1,34.0,87.9,35,31,15,5,0,26
25,15,8,7,133,48.9,45.3,60.7,38,11,9,11,2,31
28,12,5,7,129,43.7,0.0,64.1,115,28,24,10,26,43
24,21,14,7,129,48.0,53.1,73.7,39,42,23,15,2,40
34,20,15,5,128,80.7,0.0,73.5,76,3,11,9,22,53
25,6,2,4,128,44.0,19.0,84.8,20,48,13,10,0,13
26,6,2,4,122,43.5,45.5,84.4,32,14,19,2,4,22
28,19,13,6,116,53.6,0.0,78.8,58,23,24,15,14,46
35,6,2,4,115,36.8,26.8,89.7,34,32,32,5,3,21
23,12,6,6,112,41.0,42.9,85.7,72,16,14,13,3,36
33,22,15,7,110,59.3,0.0,57.1,80,6,14,15,5,54
24,6,2,4,109,45.2,40.0,64.3,39,22,18,1,2,19
29,6,2,4,108,50.0,48.3,72.0,48,32,17,12,2,9
33,15,8,7,105,35.5,26.3,60.9,57,29,10,7,5,18
32,7,3,4,104,41.7,25.6,88.9,22,19,12,8,0,13
34,22,15,7,103,29.0,29.5,82.1,38,12,5,5,6,49
27,6,2,4,102,43.3,25.0,52.8,45,21,16,11,3,21
27,6,2,4,100,49.4,0.0,66.7,53,18,9,6,5,17
25,19,11,8,98,38.0,39.6,80.6,15,13,10,7,0,26
38,11,5,6,96,45.7,47.1,66.7,17,8,8,7,1,33
28,12,6,6,86,58.2,0.0,34.8,131,22,22,6,18,39
37,6,2,4,84,42.0,45.5,77.8,20,23,16,2,0,8
30,7,3,4,84,46.3,37.9,55.0,28,17,9,8,5,20
33,20,15,5,81,47.5,46.9,83.3,39,6,2,5,5,35
25,6,2,4,80,33.3,30.0,82.1,17,30,14,9,2,17
24,6,2,4,79,45.3,0.0,80.8,33,15,13,0,5,24
28,12,5,7,78,47.0,0.0,72.7,36,4,9,4,6,37
27,19,11,8,78,41.9,0.0,59.1,61,5,15,6,0,41
37,6,2,4,76,50.0,0.0,94.1,82,21,19,5,6,23
26,6,2,4,74,56.4,0.0,63.8,67,3,12,3,10,22
26,7,3,4,72,50.0,0.0,82.4,34,9,5,2,3,14
35,6,2,4,72,44.4,44.1,81.8,13,12,5,4,2,9
26,6,2,4,72,35.5,31.0,75.0,33,8,7,8,3,25
33,6,2,4,71,54.5,41.2,84.2,30,3,5,4,2,23
24,6,2,4,71,43.1,33.3,100.0,33,17,6,7,4,24
23,12,6,6,70,42.9,39.1,76.5,51,19,12,6,10,35
35,12,6,6,69,58.0,0.0,55.0,54,11,8,9,17,42
28,5,3,2,69,38.1,5.6,40.0,38,19,12,5,3,12
30,6,2,4,68,36.5,20.0,68.0,17,22,12,10,1,18
27,4,0,4,68,61.9,0.0,44.4,43,4,16,2,8,17
30,12,6,6,68,53.8,0.0,75.0,88,4,11,8,14,48
31,16,10,6,65,44.4,38.5,85.7,40,28,13,4,3,28
27,6,2,4,65,30.9,25.0,66.7,11,7,7,6,1,19
33,6,2,4,65,38.7,27.3,100.0,12,10,4,3,1,9
31,6,2,4,64,44.0,45.9,60.0,20,9,4,4,5,21
29,11,5,6,63,34.4,31.6,81.8,49,23,8,12,5,26
32,6,2,4,61,38.8,35.3,91.7,20,4,6,2,4,14
29,7,3,4,60,43.6,26.7,66.7,17,13,1,5,1,11
21,20,15,5,59,46.4,18.2,45.5,31,24,10,6,2,15
25,15,8,7,58,47.2,0.0,88.9,38,6,7,2,4,36
33,17,10,7,58,46.7,44.4,0.0,33,15,5,8,2,26
27,4,0,4,57,43.6,15.8,37.5,13,22,14,10,1,8
32,4,0,4,56,48.1,0.0,54.5,46,26,13,2,3,4
27,9,3,6,55,42.0,33.3,100.0,12,3,6,0,1,10
32,11,5,6,55,46.8,0.0,91.7,51,12,10,5,11,37
23,4,0,4,53,29.8,21.4,72.2,9,16,11,9,1,6
33,6,2,4,51,47.8,25.0,100.0,16,0,6,2,2,11
23,5,1,4,51,62.5,0.0,73.3,42,1,5,5,1,22
32,4,0,4,49,56.7,43.8,88.9,16,8,3,2,0,5
36,11,5,6,49,39.5,43.3,50.0,17,35,6,14,1,21
24,2,2,0,48,41.5,22.2,85.7,13,14,8,6,0,5
24,12,10,2,47,61.8,0.0,55.6,24,7,1,5,1,14
26,4,0,4,46,43.5,40.0,100.0,29,7,6,5,1,8
35,12,5,7,46,51.2,0.0,57.1,32,4,3,2,7,15
30,5,2,3,45,37.5,35.5,100.0,12,10,5,3,1,10
32,4,3,1,45,43.2,36.4,64.3,11,23,8,8,1,14
25,6,2,4,43,58.1,0.0,38.9,31,0,11,4,6,17
24,4,0,4,43,57.6,0.0,45.5,33,5,12,3,5,18
22,4,0,4,42,45.7,33.3,77.8,5,12,6,2,0,6
22,6,2,4,40,40.5,25.0,100.0,13,8,11,11,1,11
28,6,2,4,40,48.3,0.0,80.0,40,7,5,2,1,17
23,6,2,4,39,50.0,11.1,66.7,15,18,5,2,3,10
36,6,2,4,37,30.6,35.3,81.8,12,6,8,1,1,10
29,9,5,4,37,40.0,47.8,100.0,9,1,4,5,0,9
24,3,0,3,36,44.4,20.0,100.0,5,3,4,5,0,7
29,6,2,4,36,46.2,0.0,66.7,20,3,6,4,3,23
26,4,0,4,33,43.5,0.0,72.2,14,7,5,4,0,9
33,7,3,4,32,47.8,0.0,55.6,86,6,6,7,2,21
28,7,3,4,31,45.2,0.0,42.9,23,1,2,1,3,15
28,6,2,4,30,38.2,11.1,60.0,9,11,6,1,1,3
30,6,2,4,30,39.4,0.0,66.7,28,5,5,3,1,5
33,6,2,4,30,36.7,35.7,50.0,23,11,10,5,5,16
37,4,0,4,29,43.5,41.7,66.7,7,1,3,1,2,9
26,18,10,8,29,44.8,0.0,30.0,42,1,12,0,13,28
29,4,0,4,29,44.0,33.3,100.0,3,5,6,1,0,9
27,6,2,4,29,51.9,0.0,50.0,22,4,3,1,4,18
33,2,0,2,28,39.3,41.7,100.0,8,5,4,4,3,8
33,14,7,7,27,33.3,38.5,100.0,5,4,3,1,0,14
23,5,2,3,26,81.8,0.0,72.7,6,0,2,2,0,4
35,4,0,4,26,37.0,42.9,75.0,3,5,5,1,2,5
28,15,8,7,26,37.5,20.0,75.0,29,4,7,4,1,17
39,2,0,2,25,43.5,0.0,100.0,5,9,3,0,0,2
28,6,2,4,24,57.1,63.6,33.3,9,1,1,1,1,7
23,12,6,6,24,46.2,0.0,57.1,30,2,12,3,7,24
28,11,5,6,24,26.3,0.0,100.0,41,7,23,8,5,39
24,6,2,4,22,45.5,0.0,22.2,38,1,9,1,10,18
24,6,2,4,20,36.8,100.0,83.3,21,3,2,3,4,13
20,4,1,3,19,35.3,0.0,87.5,0,4,6,2,0,6
22,5,2,3,18,66.7,0.0,50.0,13,0,4,2,2,9
24,5,1,4,18,30.4,25.0,50.0,3,0,3,2,0,3
33,3,0,3,18,25.0,14.3,100.0,11,5,3,2,1,5
30,9,5,4,18,53.8,44.4,0.0,4,0,0,1,0,5
33,11,8,3,17,40.0,0.0,50.0,7,4,6,2,2,5
26,9,5,4,16,33.3,0.0,0.0,18,1,3,0,2,14
24,4,0,4,16,25.0,16.7,100.0,8,8,8,2,1,9
30,5,2,3,16,70.0,0.0,50.0,8,0,2,1,3,14
30,4,1,3,15,38.5,100.0,100.0,9,0,3,0,0,9
25,4,0,4,14,36.8,0.0,0.0,12,1,6,1,1,4
24,8,4,4,13,41.7,0.0,75.0,11,0,2,0,1,7
24,4,1,3,13,50.0,0.0,75.0,7,1,0,0,0,2
33,7,4,3,13,44.4,66.7,33.3,7,1,0,1,1,5
32,3,0,3,12,54.5,0.0,0.0,4,4,1,1,0,3
24,9,7,2,12,50.0,28.6,0.0,3,2,1,0,0,2
30,2,0,2,11,36.4,37.5,0.0,3,7,5,2,1,4
40,12,6,6,11,12.0,17.6,100.0,42,24,13,12,4,12
28,5,2,3,11,55.6,0.0,50.0,5,2,2,0,2,10
25,3,0,3,10,50.0,0.0,0.0,11,1,0,0,2,2
20,8,3,5,10,29.4,0.0,0.0,3,12,2,2,1,10
24,12,7,5,10,18.2,33.3,55.6,3,1,1,0,0,0
23,4,1,3,10,44.4,40.0,0.0,7,7,0,0,0,0
32,4,1,3,9,60.0,60.0,0.0,10,1,2,0,0,5
32,9,7,2,9,42.9,75.0,0.0,3,0,2,0,1,3
32,1,0,1,9,100.0,100.0,0.0,0,1,1,2,0,1
26,4,4,0,8,57.1,0.0,0.0,5,0,1,0,0,4
25,8,5,3,8,33.3,20.0,25.0,14,4,2,1,1,10
26,4,0,4,8,44.4,0.0,0.0,6,1,0,2,2,4
24,7,3,4,8,37.5,0.0,100.0,5,3,3,0,0,3
21,2,0,2,8,40.0,0.0,0.0,15,1,1,0,1,2
20,6,3,3,8,18.2,0.0,100.0,4,2,2,1,0,1
25,4,1,3,7,37.5,0.0,100.0,1,0,1,0,1,2
27,4,0,4,6,20.0,0.0,100.0,2,1,0,2,0,3
30,14,8,6,6,30.0,0.0,0.0,21,0,3,2,4,13
22,4,0,4,6,27.3,0.0,0.0,8,1,2,2,0,5
33,5,3,2,6,33.3,40.0,0.0,3,0,0,0,0,2
31,3,1,2,6,66.7,0.0,100.0,3,2,0,1,0,0
22,1,0,1,5,100.0,0.0,100.0,1,0,0,0,0,0
38,4,1,3,5,10.0,0.0,75.0,4,0,2,0,0,2
26,5,2,3,5,20.0,0.0,50.0,10,6,4,0,1,3
32,5,1,4,4,25.0,0.0,100.0,1,0,1,0,0,1
40,1,0,1,4,50.0,0.0,0.0,4,2,1,0,0,5
28,3,0,3,4,50.0,0.0,0.0,0,0,0,0,0,0
30,4,4,0,4,50.0,0.0,0.0,2,0,0,0,0,1
25,1,0,1,4,25.0,0.0,100.0,2,0,2,1,0,2
26,5,4,1,4,25.0,0.0,100.0,4,2,0,0,0,1
26,6,3,3,3,10.0,12.5,0.0,3,4,4,1,0,6
24,3,0,3,3,50.0,0.0,20.0,4,0,0,0,0,0
23,5,1,4,3,50.0,0.0,50.0,1,1,1,0,0,1
26,4,2,2,2,50.0,0.0,0.0,6,0,2,1,0,7
24,2,0,2,2,20.0,0.0,0.0,4,0,0,0,0,2
24,5,1,4,2,50.0,0.0,0.0,3,0,0,1,1,1
24,2,1,1,2,0.0,0.0,100.0,0,1,0,0,0,3
23,9,4,5,2,12.5,0.0,0.0,5,2,2,1,0,3
39,3,1,2,2,100.0,0.0,0.0,2,0,1,0,0,1
33,1,0,1,1,0.0,0.0,25.0,3,0,2,1,0,3
27,3,1,2,0,0.0,0.0,0.0,7,1,1,0,2,6
