Age,GamesPlayed,Wins,Losses,PointsScored,FG%,3P%,FT%,TotalRebounds,Assists,Turnovers,Steals,Blocks,PersonalFouls
31,19,15,4,365,41.7,34.5,79.1,129,72,55,28,18,49
35,20,13,7,322,52.1,38.0,85.6,78,191,62,33,5,52
30,17,8,9,318,35.9,31.3,79.5,69,119,53,27,1,37
27,17,8,9,303,49.1,37.5,55.5,173,18,70,11,46,73
34,20,13,7,291,43.3,35.8,87.6,89,73,36,21,4,53
35,16,9,7,290,43.6,37.3,77.8,89,77,36,26,7,52
34,16,9,7,286,43.4,28.9,76.9,192,54,43,19,7,52
28,12,6,6,285,41.2,33.3,82.0,65,104,35,26,4,26
27,12,6,6,259,48.6,20.0,82.9,148,36,47,14,16,55
26,20,13,7,245,46.1,35.6,72.1,92,28,20,21,6,59
25,9,4,5,242,51.4,0.0,61.0,95,29,22,5,17,37
34,12,6,6,203,47.2,55.2,81.5,69,41,18,13,1,40
34,9,6,3,203,52.7,0.0,64.3,95,17,27,3,22,30
24,17,8,9,194,40.6,39.6,86.5,50,36,30,11,3,49
28,10,4,6,189,39.6,32.7,82.4,39,17,28,4,1,39
33,16,9,7,184,46.6,40.0,83.9,56,61,30,14,4,52
30,12,6,6,183,47.0,45.8,91.4,54,34,21,30,4,32
25,16,9,7,179,39.9,39.8,66.7,19,50,38,10,3,31
24,17,8,9,178,38.7,35.5,65.0,84,35,30,17,2,58
27,10,4,6,176,40.5,19.0,85.7,72,26,31,10,8,32
26,9,6,3,173,43.6,50.0,88.6,23,21,24,6,3,14
30,10,4,6,164,39.6,32.9,66.7,70,65,35,21,2,15
25,5,2,3,155,46.8,36.7,74.1,30,17,9,12,7,14
31,10,4,6,154,62.8,0.0,71.9,123,13,20,1,26,30
28,19,15,4,150,36.0,35.8,70.7,54,54,17,13,4,30
33,19,15,4,142,40.0,34.4,75.0,81,57,11,24,14,43
31,17,8,9,136,39.3,33.8,67.9,72,43,13,21,4,31
38,16,9,7,133,41.0,29.8,95.8,36,10,7,5,0,17
25,9,4,5,130,37.8,27.3,82.4,31,58,18,10,0,19
31,9,6,3,126,44.4,31.7,80.6,31,25,20,10,0,25
28,9,6,3,124,55.8,35.3,84.2,36,23,15,7,1,27
28,19,15,4,124,54.8,0.0,38.5,84,35,28,7,16,65
27,15,6,9,122,40.8,0.0,71.7,129,10,16,9,20,40
29,5,2,3,121,49.4,45.8,68.0,16,13,15,2,0,14
24,5,2,3,118,43.7,0.0,71.8,34,27,19,4,5,14
28,19,15,4,116,48.1,0.0,51.6,71,11,14,19,8,63
24,20,13,7,112,50.0,47.4,96.4,18,40,17,3,0,27
28,9,4,5,106,39.8,100.0,81.6,39,9,14,7,13,30
36,12,6,6,106,48.9,0.0,66.7,72,14,14,11,6,39
34,10,4,6,106,45.7,35.1,100.0,43,20,14,4,2,29
29,10,6,4,104,43.7,34.6,82.6,49,59,28,20,0,39
34,16,9,7,102,40.0,0.0,68.4,75,11,22,9,4,47
25,9,4,5,101,45.8,37.5,74.3,31,29,13,9,4,24
36,12,6,6,101,33.7,31.1,86.2,53,15,13,13,12,34
35,20,13,7,98,48.2,0.0,75.0,40,9,18,6,9,64
33,10,6,4,98,44.2,0.0,75.9,88,16,18,22,3,37
27,15,7,8,98,44.4,25.0,80.6,66,6,22,6,7,35
31,19,15,4,95,42.9,38.1,92.9,18,20,8,17,2,25
24,20,13,7,94,41.0,0.0,74.3,137,6,18,10,47,76
28,20,13,7,84,38.9,25.0,86.7,56,11,11,4,7,53
31,5,2,3,84,29.5,13.6,87.9,22,30,18,13,0,15
30,3,0,3,83,49.1,37.5,91.3,11,11,4,4,1,11
23,18,11,7,83,43.9,41.7,71.4,48,13,13,11,1,28
36,19,15,4,79,37.0,25.0,57.7,160,27,28,10,4,74
22,4,1,3,79,58.9,40.0,55.0,24,6,6,2,2,17
26,5,2,3,78,47.2,42.4,77.8,33,6,4,4,3,5
33,12,6,6,77,42.4,38.7,69.2,37,14,9,5,3,22
26,5,2,3,75,43.9,41.4,71.4,18,6,1,6,1,9
18,9,4,5,74,38.2,26.1,86.7,11,11,14,3,2,23
34,5,2,3,69,36.1,26.1,95.0,9,10,6,5,0,9
26,4,1,3,68,47.8,26.3,95.0,17,19,11,7,1,10
31,5,2,3,66,57.8,0.0,93.3,30,7,8,4,7,21
20,3,0,3,64,40.0,30.0,60.0,12,23,9,2,0,9
29,5,2,3,61,52.5,0.0,76.0,50,4,14,2,2,20
24,5,2,3,60,39.6,36.4,52.6,30,49,13,11,2,11
26,9,4,5,60,44.7,42.9,77.8,48,13,11,10,7,27
30,3,0,3,59,42.3,50.0,73.7,18,25,11,3,0,8
35,16,9,7,59,39.3,30.0,75.0,17,48,12,6,4,35
29,5,2,3,59,43.6,34.6,50.0,35,7,4,6,0,14
24,10,4,6,58,55.9,0.0,76.9,33,0,7,1,3,26
31,20,13,7,57,40.0,32.0,60.0,32,5,6,8,3,18
29,5,2,3,57,47.6,33.3,84.6,21,17,7,8,1,6
24,3,0,3,56,45.5,0.0,88.9,18,5,3,2,2,9
27,3,0,3,55,44.2,75.0,60.0,16,13,6,7,2,13
25,3,0,3,55,56.7,50.0,94.1,9,2,0,4,2,10
29,3,0,3,54,45.7,0.0,80.0,26,10,6,3,6,11
26,4,1,3,53,37.2,37.5,88.2,8,17,12,3,0,11
21,3,0,3,52,47.1,100.0,100.0,28,11,4,4,3,6
36,8,4,4,51,45.5,36.4,89.5,12,11,8,1,0,15
35,9,4,5,49,48.6,0.0,78.9,48,14,3,9,6,34
34,5,2,3,49,51.2,0.0,77.8,32,4,9,2,0,21
30,4,1,3,48,36.2,18.8,68.8,27,12,10,2,4,13
24,3,0,3,47,63.3,45.5,50.0,24,10,16,2,7,18
33,5,2,3,47,35.6,33.3,85.7,9,4,3,0,2,7
32,4,1,3,45,42.9,25.0,87.5,26,9,9,3,3,19
25,3,0,3,45,45.0,0.0,75.0,11,4,5,3,2,10
29,3,0,3,45,61.3,33.3,66.7,27,2,6,4,2,12
37,10,6,4,43,48.6,0.0,52.9,40,6,4,3,4,34
24,17,14,3,41,45.5,0.0,78.6,42,15,12,3,3,27
30,3,0,3,39,42.1,0.0,53.8,36,9,9,1,1,6
30,3,0,3,38,51.7,0.0,80.0,35,4,1,2,3,11
27,15,8,7,37,39.4,41.7,85.7,11,11,14,4,0,15
27,3,0,3,36,48.0,20.0,73.3,3,5,5,0,0,10
25,3,0,3,35,40.7,45.5,88.9,7,10,4,4,0,10
27,5,2,3,33,33.3,25.0,100.0,26,3,8,4,3,12
26,3,0,3,33,44.0,55.6,66.7,2,13,2,0,0,9
30,3,0,3,33,54.5,0.0,100.0,4,6,1,2,1,11
29,18,14,4,33,41.9,33.3,60.0,23,5,1,3,1,15
30,9,5,4,33,36.7,25.0,90.0,17,5,12,4,2,20
22,4,1,3,32,44.8,0.0,54.5,12,4,6,0,1,11
32,2,0,2,32,57.9,85.7,100.0,3,5,6,1,0,3
26,3,0,3,32,41.4,20.0,75.0,7,6,7,4,3,13
29,10,4,6,31,42.3,36.4,62.5,11,9,7,2,0,9
21,3,0,3,31,40.6,0.0,100.0,22,2,1,3,2,6
23,3,0,3,31,41.9,38.5,0.0,10,6,2,2,0,10
29,12,5,7,30,43.5,50.0,100.0,28,7,3,3,2,26
29,5,2,3,28,33.3,26.7,0.0,29,3,6,3,9,8
31,5,2,3,25,44.4,0.0,81.8,11,3,0,4,0,11
37,3,0,3,23,45.8,14.3,0.0,8,4,3,2,0,8
38,5,2,3,22,39.1,0.0,100.0,12,5,4,2,1,16
24,3,0,3,21,30.0,25.0,100.0,11,3,4,2,3,7
29,17,13,4,21,30.0,0.0,60.0,10,6,4,8,2,22
26,9,6,3,20,29.6,11.1,75.0,25,39,15,14,0,18
34,5,2,3,20,53.3,0.0,40.0,23,3,5,2,8,12
32,3,1,2,19,31.8,0.0,71.4,16,0,4,1,3,10
22,9,4,5,19,80.0,0.0,75.0,18,3,2,3,3,16
33,3,0,3,17,46.2,0.0,62.5,7,1,1,1,1,9
26,3,0,3,16,36.4,40.0,85.7,2,0,0,1,0,5
34,3,0,3,16,38.5,33.3,75.0,3,9,2,2,2,2
24,5,2,3,15,35.0,20.0,0.0,10,10,3,6,2,12
26,3,0,3,15,54.5,0.0,30.0,14,4,3,1,2,5
28,5,2,3,15,26.1,27.3,0.0,9,5,2,2,0,8
26,3,0,3,15,44.4,0.0,87.5,18,0,11,0,4,6
33,3,0,3,14,29.4,25.0,100.0,1,5,1,4,0,5
26,2,0,2,14,41.7,40.0,0.0,3,3,1,2,0,4
27,8,4,4,14,44.4,0.0,75.0,12,1,3,3,3,10
24,8,4,4,13,45.5,50.0,50.0,2,12,0,4,0,7
28,4,4,0,13,83.3,50.0,100.0,1,2,2,2,1,4
32,4,1,3,12,45.5,0.0,33.3,28,3,0,2,5,19
26,6,3,3,12,28.6,25.0,75.0,5,6,1,2,0,5
33,4,2,2,12,40.0,0.0,0.0,7,0,1,0,0,5
32,4,2,2,11,40.0,0.0,100.0,4,0,2,0,0,4
33,4,1,3,11,40.0,0.0,87.5,4,1,1,0,0,6
31,5,2,3,10,15.8,33.3,50.0,9,8,8,1,1,5
23,4,1,3,10,26.7,0.0,100.0,7,5,2,1,2,6
24,5,3,2,9,57.1,0.0,50.0,2,0,1,1,2,7
23,7,4,3,9,50.0,0.0,70.0,4,0,2,0,0,1
27,3,0,3,9,22.2,0.0,83.3,4,1,0,0,1,5
26,5,3,2,9,50.0,0.0,75.0,1,0,0,1,0,2
27,9,5,4,8,33.3,0.0,66.7,16,2,2,2,1,5
22,6,3,3,8,27.3,0.0,66.7,3,6,6,1,0,4
23,3,1,2,8,100.0,0.0,100.0,2,1,2,1,0,3
31,8,3,5,8,23.1,33.3,0.0,1,2,4,1,0,12
26,4,3,1,8,50.0,0.0,0.0,3,1,2,1,0,0
24,3,1,2,8,75.0,0.0,50.0,4,1,3,1,4,5
25,3,0,3,7,40.0,50.0,100.0,2,2,5,0,0,1
28,4,1,3,7,33.3,0.0,75.0,1,3,1,1,0,6
30,2,1,1,6,100.0,100.0,0.0,2,0,0,0,0,1
27,3,0,3,6,66.7,0.0,100.0,8,2,2,2,1,5
26,2,0,2,6,100.0,100.0,0.0,0,1,0,0,0,0
23,2,0,2,5,66.7,0.0,33.3,3,1,0,0,0,1
30,4,1,3,5,33.3,0.0,100.0,1,5,1,1,0,6
23,4,1,3,5,22.2,25.0,0.0,1,1,2,1,1,5
24,1,0,1,4,66.7,0.0,0.0,5,0,0,1,0,5
25,6,3,3,4,40.0,0.0,0.0,5,1,1,1,1,5
23,1,0,1,4,0.0,0.0,100.0,1,0,0,0,0,0
34,2,2,0,4,66.7,0.0,0.0,0,1,0,0,0,0
39,3,1,2,4,40.0,0.0,0.0,1,0,0,0,0,4
24,1,0,1,4,100.0,0.0,0.0,3,0,1,1,0,0
22,2,0,2,4,50.0,0.0,0.0,5,1,2,0,0,2
31,2,0,2,4,50.0,0.0,0.0,0,3,1,1,0,4
23,2,1,1,4,100.0,0.0,0.0,0,0,0,1,0,0
28,3,3,0,3,100.0,0.0,50.0,2,1,0,0,0,2
22,2,1,1,3,25.0,100.0,0.0,0,4,1,1,0,1
31,4,1,3,3,50.0,0.0,100.0,0,0,0,0,0,0
23,2,0,2,2,100.0,0.0,0.0,0,2,0,1,0,0
28,2,0,2,2,50.0,0.0,0.0,1,0,0,0,0,1
26,2,0,2,2,50.0,0.0,0.0,1,0,0,0,0,0
43,2,1,1,2,14.3,0.0,0.0,4,0,0,0,3,2
30,3,0,3,1,0.0,0.0,50.0,1,2,0,0,0,2
29,2,0,2,1,0.0,0.0,50.0,1,2,3,1,0,1
40,1,1,0,0,0.0,0.0,0.0,0,1,0,0,0,0
23,1,0,1,0,0.0,0.0,0.0,2,1,1,0,0,0
31,1,0,1,0,0.0,0.0,0.0,2,0,0,0,0,1
31,3,0,3,0,0.0,0.0,0.0,4,0,0,0,2,5
26,3,1,2,0,0.0,0.0,0.0,1,1,1,0,0,2
29,3,0,3,0,0.0,0.0,0.0,2,1,2,0,0,7
18,2,0,2,0,0.0,0.0,0.0,1,0,0,0,1,0
27,2,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
24,3,1,2,0,0.0,0.0,0.0,6,1,3,0,2,0
27,2,0,2,0,0.0,0.0,0.0,0,0,0,0,0,1
32,3,1,2,0,0.0,0.0,0.0,5,3,2,1,0,11
23,3,1,2,0,0.0,0.0,0.0,2,0,3,0,0,1
38,2,0,2,0,0.0,0.0,0.0,1,0,0,0,0,5
33,1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,0
25,2,0,2,0,0.0,0.0,0.0,1,0,1,0,0,1
35,21,15,6,680,46.2,30.2,81.2,107,74,45,32,12,47
34,20,13,7,526,47.1,0.0,78.8,217,68,60,22,20,69
26,13,7,6,396,61.2,0.0,50.3,132,38,43,7,34,41
32,21,15,6,353,41.5,22.8,67.9,150,110,51,45,20,66
32,16,10,6,319,42.6,40.0,90.4,28,32,27,19,3,26
29,21,15,6,275,48.6,37.7,64.5,81,60,27,26,10,57
31,16,10,6,265,50.2,0.0,85.9,85,20,21,8,14,67
29,10,4,6,240,47.5,38.0,94.0,34,70,26,18,1,31
36,20,13,7,222,49.4,34.6,71.8,60,155,48,31,3,54
26,13,7,6,221,46.6,41.7,82.9,51,32,17,26,21,37
27,20,13,7,219,46.9,36.5,71.6,93,22,17,21,5,49
35,20,13,7,217,41.6,46.7,84.6,50,64,32,20,4,51
27,10,4,6,211,43.4,39.1,86.2,38,28,32,5,1,27
31,9,4,5,205,47.4,30.6,83.3,51,13,13,5,3,26
22,9,4,5,186,52.1,0.0,66.7,81,17,25,5,23,24
32,9,4,5,175,42.5,0.0,63.5,127,23,25,11,30,28
32,10,4,6,164,47.2,42.4,87.5,40,23,11,16,1,35
35,10,4,6,161,51.2,14.3,81.6,77,39,22,7,1,21
26,10,4,6,158,53.0,0.0,42.1,94,18,22,18,15,38
33,9,4,5,156,60.4,0.0,66.7,13,55,21,9,0,27
26,13,7,6,151,33.1,31.4,72.5,32,54,22,8,1,30
29,16,10,6,147,46.2,0.0,67.0,108,14,25,12,18,65
33,16,10,6,147,41.7,37.8,79.4,73,133,47,23,0,28
29,8,3,5,143,48.6,20.0,74.0,53,13,25,10,3,30
34,16,10,6,142,46.0,38.5,85.7,57,23,24,15,9,32
29,18,12,6,142,45.0,0.0,87.2,90,35,36,12,15,73
28,13,7,6,142,44.7,39.6,82.6,58,51,21,11,3,47
29,16,10,6,141,65.1,0.0,45.3,120,12,21,5,18,42
34,21,15,6,141,45.9,26.3,61.5,77,48,18,20,18,42
31,9,4,5,139,57.6,0.0,59.5,71,31,22,8,0,17
31,10,4,6,134,46.6,39.5,87.5,57,36,9,18,1,24
24,20,13,7,134,51.5,27.3,67.6,63,19,30,5,1,30
31,5,2,3,130,44.7,43.6,78.4,17,33,18,6,0,9
25,15,10,5,122,48.0,37.5,74.1,27,28,25,11,6,37
25,20,13,7,112,36.8,29.6,92.3,40,81,31,12,5,42
27,13,7,6,112,55.7,35.3,68.3,84,40,18,14,14,45
28,4,1,3,104,46.5,0.0,84.4,41,8,16,5,4,12
30,9,4,5,104,48.3,0.0,60.6,98,31,22,7,14,34
32,21,15,6,103,43.4,46.3,81.8,17,35,5,7,0,26
37,21,15,6,102,37.1,25.0,60.5,248,41,35,14,13,88
35,5,2,3,102,39.4,0.0,72.7,54,12,13,5,16,18
29,4,1,3,99,57.4,50.0,68.8,11,9,5,2,3,17
25,16,10,6,97,37.5,27.8,88.4,16,31,19,11,3,36
19,11,5,6,96,40.8,21.4,68.9,21,16,11,3,8,28
31,9,4,5,96,48.1,20.0,94.1,24,29,13,8,0,30
30,9,4,5,92,34.1,30.5,73.7,39,14,12,5,1,31
27,9,4,5,90,39.8,42.9,71.4,18,60,19,7,0,25
36,20,13,7,88,45.6,0.0,75.0,41,11,9,1,12,63
29,20,13,7,82,45.3,50.0,60.0,67,5,18,2,5,55
28,5,2,3,81,40.3,48.4,100.0,38,18,8,10,3,15
34,10,4,6,81,40.8,0.0,92.0,85,14,13,11,2,38
27,21,15,6,80,43.8,30.0,90.9,43,10,11,19,3,33
22,5,2,3,79,48.0,0.0,77.8,48,20,22,4,12,17
35,5,2,3,79,42.9,40.0,83.3,25,16,4,5,0,10
23,13,7,6,78,39.7,30.0,62.1,25,49,15,17,0,33
36,10,4,6,78,43.1,0.0,84.2,40,9,13,10,10,32
28,4,2,2,77,51.8,0.0,65.5,34,5,8,3,10,18
32,17,11,6,77,40.6,30.4,70.0,47,10,8,5,3,38
27,4,1,3,77,41.8,9.1,76.9,20,17,16,5,0,11
36,5,2,3,75,30.9,19.2,75.7,27,23,13,8,3,15
34,5,2,3,72,44.8,21.4,89.5,27,8,5,1,1,18
25,5,2,3,72,46.2,34.6,75.0,19,7,11,1,2,20
23,4,1,3,71,47.7,0.0,64.3,53,4,5,2,6,12
24,4,1,3,71,39.7,36.4,100.0,17,38,16,5,1,13
21,5,2,3,69,30.6,28.0,78.3,16,38,18,12,0,16
23,4,1,3,69,57.1,0.0,52.0,30,2,10,2,5,22
29,13,7,6,68,45.1,0.0,64.7,45,8,13,3,12,27
31,15,9,6,67,33.3,30.0,78.3,40,11,11,9,8,50
27,10,4,6,66,41.8,42.9,68.8,28,60,17,20,2,24
25,19,13,6,64,56.5,0.0,48.0,81,5,12,7,37,51
30,10,4,6,63,41.4,30.8,73.3,25,33,23,6,0,29
31,4,1,3,59,41.5,29.6,58.3,20,33,9,9,1,8
23,4,1,3,58,48.9,80.0,50.0,19,11,5,2,2,16
28,9,4,5,57,39.1,29.4,25.0,23,24,13,10,2,24
31,4,1,3,57,51.2,57.1,75.0,19,8,6,1,1,15
25,4,1,3,57,37.9,0.0,81.3,23,31,12,16,2,13
37,10,4,6,56,37.7,42.3,83.3,13,6,2,2,0,10
35,5,2,3,56,40.0,0.0,75.0,53,5,12,8,3,21
35,4,1,3,56,35.7,0.0,59.3,32,5,10,3,5,16
32,4,1,3,55,54.8,25.0,66.7,9,19,6,2,1,6
31,3,0,3,55,52.3,40.0,70.0,8,25,13,6,0,5
37,10,4,6,54,38.1,41.7,60.0,32,14,11,3,5,22
26,4,1,3,53,52.8,0.0,83.3,43,6,5,4,3,20
28,4,1,3,53,54.8,53.3,78.6,14,9,1,1,0,18
34,9,4,5,52,34.0,35.0,100.0,27,7,6,4,0,15
34,9,4,5,52,40.4,25.0,85.7,19,10,5,7,3,21
25,4,1,3,51,52.6,0.0,61.1,22,4,6,3,1,13
33,4,1,3,49,45.0,50.0,85.7,31,6,10,7,3,19
24,3,0,3,49,42.5,38.5,90.9,15,8,7,4,2,12
30,5,2,3,47,34.4,22.2,82.1,20,15,4,7,0,11
30,3,0,3,46,50.0,0.0,66.7,10,2,3,2,2,9
28,5,2,3,46,51.4,0.0,36.4,44,4,6,7,3,22
35,16,12,4,44,52.6,0.0,50.0,14,3,8,6,2,23
28,9,3,6,44,42.9,40.0,83.3,27,5,6,8,2,21
23,4,1,3,43,45.5,0.0,88.5,9,11,12,5,1,10
30,3,0,3,43,45.0,0.0,87.5,13,3,4,4,1,15
33,4,1,3,40,50.0,0.0,50.0,23,1,3,4,2,16
28,4,1,3,39,34.3,0.0,88.2,17,4,8,6,1,16
22,3,0,3,38,44.8,0.0,80.0,9,1,2,0,0,7
30,9,4,5,37,38.1,40.0,75.0,10,18,6,6,0,11
35,4,2,2,36,52.2,0.0,57.1,21,4,6,5,0,12
31,5,2,3,36,42.9,0.0,75.0,22,2,4,0,1,18
32,9,4,5,36,33.3,0.0,85.7,60,1,11,6,9,26
34,5,2,3,33,44.4,33.3,66.7,13,6,5,2,0,10
26,5,2,3,33,33.3,25.0,88.9,8,18,4,2,2,11
32,4,1,3,32,45.8,0.0,62.5,51,1,8,1,9,10
30,9,4,5,32,30.0,26.3,37.5,10,10,11,5,1,17
37,8,4,4,32,44.1,0.0,25.0,35,5,7,4,2,23
27,4,1,3,32,37.9,36.8,75.0,9,10,1,3,0,5
28,15,8,7,31,34.5,0.0,64.7,34,2,3,4,2,18
29,12,6,6,31,50.0,0.0,63.6,64,7,3,6,4,27
25,5,2,3,31,26.7,36.4,75.0,22,9,9,3,1,21
23,4,1,3,30,39.3,0.0,61.5,17,11,13,6,0,14
30,9,4,5,30,39.3,0.0,80.0,20,2,11,3,2,23
30,4,1,3,29,40.0,58.3,100.0,4,8,2,2,0,7
39,5,2,3,28,33.3,30.0,87.5,8,1,3,0,0,10
23,4,1,3,26,52.9,0.0,72.7,12,1,4,1,7,12
31,4,1,3,25,27.3,0.0,77.8,12,3,5,3,2,19
24,4,1,3,22,44.4,20.0,62.5,10,7,3,2,0,7
30,3,0,3,21,42.9,0.0,50.0,42,5,2,2,3,8
31,4,2,2,20,40.0,50.0,77.8,9,11,3,3,1,14
29,5,2,3,19,40.0,38.5,66.7,9,6,6,4,0,12
22,4,1,3,18,28.6,0.0,60.0,16,23,8,10,1,16
30,2,1,1,18,26.1,0.0,85.7,0,4,2,2,0,1
33,3,0,3,18,77.8,0.0,66.7,9,0,4,1,0,4
29,4,1,3,17,41.2,37.5,0.0,8,1,2,1,0,2
31,5,2,3,17,33.3,30.0,100.0,8,5,0,1,0,5
23,4,1,3,17,40.0,0.0,50.0,11,3,6,2,0,8
30,4,1,3,16,46.7,50.0,50.0,6,4,2,0,0,5
26,13,11,2,16,37.5,0.0,44.4,13,3,3,2,1,10
33,7,3,4,16,33.3,16.7,100.0,16,15,2,3,2,17
24,3,0,3,16,50.0,0.0,80.0,7,0,0,0,1,1
27,6,2,4,15,50.0,50.0,100.0,1,0,3,4,0,4
35,4,1,3,15,28.0,16.7,0.0,15,4,3,6,1,10
38,3,1,2,14,44.4,0.0,75.0,16,1,3,0,1,5
25,6,2,4,13,30.0,0.0,50.0,10,1,1,2,6,22
26,5,4,1,12,62.5,0.0,66.7,6,1,4,0,0,2
30,2,0,2,12,62.5,100.0,50.0,9,3,0,1,0,5
30,16,12,4,11,36.4,60.0,0.0,11,3,1,3,1,7
23,5,4,1,10,66.7,0.0,50.0,7,1,4,1,0,2
32,2,1,1,9,37.5,33.3,50.0,5,5,1,4,1,3
32,4,2,2,9,42.9,0.0,75.0,4,1,1,0,0,4
25,2,1,1,9,37.5,50.0,100.0,4,1,0,1,0,2
27,3,0,3,9,33.3,0.0,83.3,8,1,2,2,0,11
25,7,4,3,9,66.7,0.0,100.0,5,1,1,1,0,8
27,3,1,2,9,80.0,0.0,50.0,7,0,0,0,1,4
30,14,10,4,9,16.7,0.0,83.3,9,9,7,2,0,6
24,7,4,3,9,42.9,25.0,50.0,2,6,2,1,0,10
26,4,1,3,8,37.5,0.0,100.0,9,1,3,2,1,5
33,6,1,5,8,33.3,0.0,50.0,18,0,2,2,1,16
34,3,2,1,8,40.0,0.0,66.7,4,2,1,1,0,1
23,7,5,2,7,20.0,50.0,100.0,3,4,4,0,0,0
30,3,1,2,7,42.9,0.0,50.0,4,3,6,1,1,7
35,3,0,3,6,28.6,0.0,66.7,4,1,0,0,2,8
24,3,0,3,6,66.7,0.0,50.0,1,0,1,1,0,0
28,3,0,3,6,33.3,0.0,0.0,3,5,2,0,1,7
33,4,1,3,5,28.6,25.0,0.0,5,7,2,1,1,2
30,4,2,2,5,28.6,20.0,0.0,7,1,1,2,0,9
29,4,1,3,5,50.0,0.0,50.0,3,1,2,2,1,2
29,4,1,3,5,33.3,0.0,75.0,5,0,0,1,1,3
34,7,3,4,4,50.0,0.0,0.0,0,1,1,1,0,4
25,3,1,2,4,20.0,0.0,66.7,3,4,2,1,0,4
24,4,3,1,4,50.0,0.0,100.0,6,0,0,0,1,2
21,2,0,2,4,66.7,0.0,0.0,1,0,0,1,0,1
28,4,3,1,4,33.3,0.0,0.0,1,0,0,0,3,2
30,2,1,1,4,20.0,25.0,50.0,3,0,0,0,0,3
37,4,3,1,3,50.0,0.0,33.3,1,0,0,0,0,4
26,3,2,1,2,0.0,0.0,100.0,1,0,1,0,1,0
39,2,0,2,2,33.3,0.0,0.0,2,0,2,0,1,5
31,5,2,3,2,33.3,0.0,0.0,4,1,1,0,0,4
28,1,0,1,2,0.0,0.0,66.7,1,0,0,0,0,2
41,4,1,3,2,0.0,0.0,100.0,3,1,0,0,0,4
23,1,1,0,2,0.0,0.0,100.0,2,0,2,0,1,2
24,1,0,1,2,50.0,0.0,0.0,1,0,0,1,0,0
28,4,2,2,2,16.7,0.0,0.0,5,1,1,0,0,2
32,1,0,1,2,0.0,0.0,100.0,0,2,0,0,0,1
26,1,0,1,2,50.0,0.0,0.0,0,0,1,0,1,0
28,1,0,1,1,0.0,0.0,50.0,2,0,1,0,0,0
26,2,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0
33,4,3,1,0,0.0,0.0,0.0,2,1,0,1,0,0
24,3,0,3,0,0.0,0.0,0.0,1,0,0,0,0,0
25,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0
31,3,0,3,0,0.0,0.0,0.0,1,0,0,0,0,1
25,1,0,1,0,0.0,0.0,0.0,0,0,0,0,1,0
25,2,1,1,0,0.0,0.0,0.0,1,0,0,0,0,0
30,1,0,1,0,0.0,0.0,0.0,2,0,1,0,0,0
34,1,1,0,0,0.0,0.0,0.0,2,0,1,0,1,1
19,1,0,1,0,0.0,0.0,0.0,1,0,0,0,2,1
28,7,5,2,0,0.0,0.0,0.0,2,0,0,1,0,1
34,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0
28,20,12,8,407,41.9,16.0,85.0,96,43,58,19,6,40
23,17,15,2,395,51.1,0.0,74.8,195,48,52,13,45,50
28,20,12,8,370,44.3,25.0,88.3,54,51,50,8,1,40
33,17,15,2,265,48.3,0.0,72.2,168,43,40,28,40,61
33,13,9,4,263,39.7,33.3,89.5,51,34,21,9,3,26
35,11,5,6,240,41.7,0.0,79.1,124,52,40,13,8,37
30,20,12,8,229,42.6,29.3,67.4,97,31,33,21,1,64
24,8,3,5,228,41.1,28.3,71.2,33,39,24,20,2,19
34,17,15,2,215,48.7,33.3,68.1,42,126,50,20,1,30
28,13,7,6,214,42.9,42.3,88.7,50,31,33,11,0,30
27,8,3,5,213,51.0,0.0,46.6,93,18,18,7,23,29
25,20,12,8,207,56.6,0.0,61.6,153,6,15,24,38,76
31,17,15,2,203,44.4,40.0,76.3,58,45,21,9,4,50
24,13,7,6,193,51.4,11.1,72.4,63,20,16,20,11,50
27,13,7,6,171,52.9,0.0,62.5,119,14,21,10,16,48
26,13,9,4,158,44.2,34.8,82.4,31,32,25,13,5,39
20,8,3,5,158,43.0,34.8,80.0,55,37,31,15,10,24
30,9,3,6,156,35.3,27.3,90.7,31,30,21,14,2,32
32,13,9,4,153,45.6,0.0,95.0,65,9,25,6,15,51
34,13,9,4,146,49.5,41.2,71.4,59,112,35,14,1,32
36,11,8,3,144,43.0,0.0,77.8,96,6,10,7,8,35
31,17,15,2,140,38.2,36.0,69.2,41,18,20,13,0,33
35,17,15,2,135,38.4,26.7,83.7,59,50,25,22,2,42
36,11,5,6,134,46.2,38.9,87.9,41,26,12,11,0,34
28,11,5,6,133,42.6,25.0,72.2,67,13,11,20,2,37
25,13,7,6,132,38.0,45.5,70.6,41,73,38,8,1,31
34,13,7,6,130,39.8,20.0,90.7,114,29,19,15,15,35
32,7,2,5,128,44.6,35.7,96.6,27,11,9,5,1,15
35,13,9,4,124,41.0,40.0,87.0,20,15,20,10,3,21
37,11,5,6,122,40.0,33.3,73.9,36,92,31,18,1,32
30,13,9,4,118,58.4,0.0,56.0,132,11,21,10,18,42
33,9,3,6,113,56.3,0.0,70.2,125,11,18,5,23,28
32,9,3,6,113,32.6,35.3,46.7,36,36,30,18,2,11
